Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2009-01-05	Severe Ice Storm	ACTON (TOWN OF)	No	3	$38,583.03
2009-01-05	Severe Ice Storm	ADVOCATES INC	No	1	$2,392.50
2009-01-05	Severe Ice Storm	ASHBY (TOWN OF)	No	6	$563,386.76
2009-01-05	Severe Ice Storm	ASHLAND (TOWN OF)	No	4	$12,273.02
2009-01-05	Severe Ice Storm	AYER (TOWN OF)	No	5	$21,270.75
2009-01-05	Severe Ice Storm	BILLERICA (TOWN OF)	No	3	$59,649.56
2009-01-05	Severe Ice Storm	BOXBOROUGH (TOWN OF)	No	4	$43,388.76
2009-01-05	Severe Ice Storm	CARLISLE (TOWN OF)	No	6	$60,194.40
2009-01-05	Severe Ice Storm	CHELMSFORD (TOWN OF)	No	7	$368,925.99
2009-01-05	Severe Ice Storm	CHELMSFORD WATER DISTRICT	No	1	$14,877.86
2009-01-05	Severe Ice Storm	CONCORD (TOWN OF)	No	2	$9,364.21
2009-01-05	Severe Ice Storm	DRACUT (TOWN OF)	No	9	$134,335.90
2009-01-05	Severe Ice Storm	DUNSTABLE (TOWN OF)	No	7	$64,549.75
2009-01-05	Severe Ice Storm	FRAMINGHAM (TOWN OF)	No	4	$49,142.61
2009-01-05	Severe Ice Storm	GROTON SCHOOL	Yes	2	$16,750.66
2009-01-05	Severe Ice Storm	GROTON (TOWN OF)	No	6	$269,977.61
2009-01-05	Severe Ice Storm	HOLLISTON (TOWN OF)	No	2	$15,131.51
2009-01-05	Severe Ice Storm	HOPKINTON (TOWN OF)	No	6	$44,706.13
2009-01-05	Severe Ice Storm	HUDSON LIGHT & POWER DEPT	No	2	$58,664.03
2009-01-05	Severe Ice Storm	HUDSON (TOWN OF)	No	3	$102,811.56
2009-01-05	Severe Ice Storm	LITTLETON LIGHT & WATER	No	1	$199,024.85
2009-01-05	Severe Ice Storm	LITTLETON (TOWN OF)	No	4	$74,013.24
2009-01-05	Severe Ice Storm	LOWELL	No	8	$314,229.37
2009-01-05	Severe Ice Storm	LOWELL GENERAL HOSPITAL	No	2	$8,451.34
2009-01-05	Severe Ice Storm	MARLBOROUGH HOSPITAL	No	1	$1,477.50
2009-01-05	Severe Ice Storm	MARLBOROUGH (RR NAME MARLBORO)	No	16	$412,006.15
2009-01-05	Severe Ice Storm	MAYNARD (TOWN OF)	No	2	$11,594.89
2009-01-05	Severe Ice Storm	MIDDLESEX SHERIFF'S DEPT	No	1	$32,542.88
2009-01-05	Severe Ice Storm	NEWTON	No	1	$20,070.81
2009-01-05	Severe Ice Storm	NORTH MIDDLESEX SCHOOL DIST	Yes	1	$13,679.62
2009-01-05	Severe Ice Storm	PEPPERELL (TOWN OF)	No	6	$151,763.57
2009-01-05	Severe Ice Storm	PROJECT COPE	No	1	$2,046.58
2009-01-05	Severe Ice Storm	SHIRLEY (TOWN OF)	No	7	$67,208.71
2009-01-05	Severe Ice Storm	STONEHAM (TOWN OF)	No	1	$29,989.37
2009-01-05	Severe Ice Storm	STOW (TOWN OF)	No	4	$14,451.82
2009-01-05	Severe Ice Storm	SUDBURY (TOWN OF)	No	1	$52,573.25
2009-01-05	Severe Ice Storm	TEWKSBURY (TOWN OF)	No	1	$69,706.04
2009-01-05	Severe Ice Storm	THE EDINBURG CENTER	No	2	$3,090.00
2009-01-05	Severe Ice Storm	TOWNSEND (TOWN OF)	No	5	$122,374.17
2009-01-05	Severe Ice Storm	TYNGSBOROUGH HOUSING AUTHORITY	No	1	$0.00
2009-01-05	Severe Ice Storm	TYNGSBOROUGH (TOWN OF)	No	2	$78,021.01
2009-01-05	Severe Ice Storm	WESTFORD (TOWN OF)	No	13	$532,505.36
2009-01-05	Severe Ice Storm	WESTON (TOWN OF)	No	1	$28,364.16
2009-01-05	Severe Ice Storm	WILMINGTON (TOWN OF)	No	1	$24,695.52
