Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2006-01-04	Severe Storm(s)	DWIGHT, CITY OF	No	1	$1,175.90
2006-01-04	Severe Storm(s)	FAIRMOUNT, CITY OF	No	3	$71,078.22
2006-01-04	Severe Storm(s)	GREAT BEND, CITY OF	No	2	$1,959.88
2006-01-04	Severe Storm(s)	HANKINSON, CITY OF	No	2	$8,745.32
2006-01-04	Severe Storm(s)	SISSETON INDIAN RESERVATION (ALSO SD)	No	1	$25,134.18
2006-01-04	Severe Storm(s)	WAHPETON, CITY OF	No	2	$9,943.74
2006-01-04	Severe Storm(s)	WAHPETON PUBLIC SCHOOL DIST - NO 37	Yes	1	$1,686.67
2006-06-05	Severe Storm(s)	COLFAX, CITY OF	No	1	$1,974.87
2006-06-05	Severe Storm(s)	FAIRMOUNT, CITY OF	No	2	$21,845.21
2006-06-05	Severe Storm(s)	GREAT BEND FIRE DEPARTMENT	No	1	$2,857.66
2006-06-05	Severe Storm(s)	LIDGERWOOD, CITY OF	No	5	$31,724.42
2006-06-05	Severe Storm(s)	RICHLAND COUNTY	No	77	$522,097.81
2006-06-05	Severe Storm(s)	WAHPETON, CITY OF	No	4	$18,214.17
2006-06-05	Severe Storm(s)	WALCOTT, CITY OF	No	2	$894.85
