Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2010-04-19	Flood	ANDOVER (TOWNSHIP OF)	No	1	$3,488.61
2010-04-19	Flood	ANGUS (TOWNSHIP OF)	No	2	$12,411.78
2010-04-19	Flood	BYGLAND (TOWNSHIP OF)	No	1	$850.05
2010-04-19	Flood	CROOKSTON	No	3	$21,319.46
2010-04-19	Flood	EAST GRAND FORKS	No	6	$99,016.99
2010-04-19	Flood	ESTHER (TOWNSHIP OF)	No	2	$12,987.47
2010-04-19	Flood	FAIRFAX (TOWNSHIP OF)	No	1	$5,182.28
2010-04-19	Flood	FANNY (TOWNSHIP OF)	No	1	$4,925.09
2010-04-19	Flood	HAMMOND (TOWNSHIP OF)	No	1	$9,687.70
2010-04-19	Flood	HIGDEM (TOWNSHIP OF)	No	3	$32,123.79
2010-04-19	Flood	HUBBARD (TOWNSHIP OF)	No	1	$22,710.62
2010-04-19	Flood	KEYSTONE (TOWNSHIP OF)	No	1	$3,478.50
2010-04-19	Flood	NESBIT (TOWNSHIP OF)	No	1	$1,481.25
2010-04-19	Flood	NORTHLAND (TOWNSHIP OF)	No	1	$4,544.56
2010-04-19	Flood	PARNELL (TOWNSHIP OF)	No	1	$4,672.29
2010-04-19	Flood	POLK (COUNTY)	No	12	$249,737.75
2010-04-19	Flood	REIS (TOWNSHIP OF)	No	1	$5,129.39
2010-04-19	Flood	SCANDIA (TOWNSHIP OF)	No	1	$879.00
2010-04-19	Flood	SULLIVAN (TOWNSHIP OF)	No	1	$2,944.50
2010-04-19	Flood	TABOR (TOWNSHIP OF)	No	1	$8,932.50
2010-04-19	Flood	TYNSID (TOWNSHIP OF)	No	2	$3,218.29
2010-04-19	Flood	VINELAND (TOWNSHIP OF)	No	2	$3,443.17
2010-07-02	Tornado	POLK (COUNTY)	No	3	$57,888.95
