Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2008-10-24	Severe Storm(s)	ASHLEY	No	2	$16,619.63
2008-10-24	Severe Storm(s)	BERLIN (TOWNSHIP OF)	No	2	$11,091.14
2008-10-24	Severe Storm(s)	BROWN (TOWNSHIP OF)	No	2	$3,001.36
2008-10-24	Severe Storm(s)	COLUMBUS ZOO	No	1	$7,713.00
2008-10-24	Severe Storm(s)	CONCORD (TOWNSHIP OF)	No	1	$8,288.11
2008-10-24	Severe Storm(s)	DELAWARE	No	2	$69,159.69
2008-10-24	Severe Storm(s)	DELAWARE CITY SCHOOLS BD OF EDUC	Yes	2	$5,510.84
2008-10-24	Severe Storm(s)	DELAWARE COUNTY COMMISSIONERS	No	3	$182,463.32
2008-10-24	Severe Storm(s)	DELAWARE COUNTY ENGINEER	No	2	$23,720.75
2008-10-24	Severe Storm(s)	DELAWARE COUNTY FAIR AGRICULTURAL SOCIETY	No	1	$12,964.37
2008-10-24	Severe Storm(s)	DELAWARE COUNTY PARK DISTRICT	No	3	$6,433.33
2008-10-24	Severe Storm(s)	DELAWARE TOWNSHIP HALL	No	1	$2,820.39
2008-10-24	Severe Storm(s)	ELM VALLEY JOINT FIRE DISTRICT	No	1	$4,410.81
2008-10-24	Severe Storm(s)	GALENA	No	4	$10,493.63
2008-10-24	Severe Storm(s)	GENOA (TOWNSHIP OF)	No	2	$84,644.66
2008-10-24	Severe Storm(s)	LIBERTY (TOWNSHIP OF)	No	2	$42,490.97
2008-10-24	Severe Storm(s)	OHIO WESLEYAN UNIVERSITY	Yes	3	$44,358.62
2008-10-24	Severe Storm(s)	ORANGE (TOWNSHIP OF)	No	2	$31,781.06
2008-10-24	Severe Storm(s)	OXFORD (TOWNSHIP OF)	No	2	$3,389.21
2008-10-24	Severe Storm(s)	PORTER KINGSTON FIRE DISTRICT	No	1	$1,635.47
2008-10-24	Severe Storm(s)	PORTER (TOWNSHIP OF)	No	1	$1,506.24
2008-10-24	Severe Storm(s)	POWELL	No	2	$10,578.20
2008-10-24	Severe Storm(s)	SCIOTO (TOWNSHIP OF)	No	1	$7,482.62
2008-10-24	Severe Storm(s)	SHAWNEE HILLS	No	1	$3,630.39
2008-10-24	Severe Storm(s)	SUNBURY	No	4	$31,101.21
2008-10-24	Severe Storm(s)	TRENTON (TOWNSHIP OF)	No	1	$1,717.41
2008-10-24	Severe Storm(s)	TRI TOWNSHIP JOINT FIRE DEPARTMENT	No	2	$1,508.55
2008-04-24	Snow	ASHLEY, VILLAGE OF	No	1	$2,746.85
2008-04-24	Snow	BERKSHIRE, TOWNSHIP OF	No	1	$3,448.85
2008-04-24	Snow	BERLIN, TOWNSHIP OF	No	1	$7,666.64
2008-04-24	Snow	BIG WALNUT LOCAL SCHOOL DISTRICT	Yes	1	$4,797.56
2008-04-24	Snow	BROWN, TOWNSHIP OF	No	1	$3,253.70
2008-04-24	Snow	BUCKEYE VALLEY SCHOOLS	Yes	1	$4,366.14
2008-04-24	Snow	COLUMBUS ZOO AND AQUARIUM	No	1	$7,302.76
2008-04-24	Snow	CONCORD, TOWNSHIP OF	No	1	$8,577.41
2008-04-24	Snow	DELAWARE CHRISTIAN SCHOOL	Yes	1	$978.19
2008-04-24	Snow	DELAWARE, CITY OF	No	1	$49,252.67
2008-04-24	Snow	DELAWARE CITY SCHOOLS	Yes	1	$8,511.51
2008-04-24	Snow	DELAWARE (COUNTY)	No	1	$24,240.26
2008-04-24	Snow	DELAWARE COUNTY ENGINEER	No	1	$49,039.80
2008-04-24	Snow	GENOA, TOWNSHIP OF	No	1	$32,489.69
2008-04-24	Snow	HARLEM, TOWNSHIP OF	No	1	$5,609.08
2008-04-24	Snow	LIBERTY, TOWNSHIP OF	No	1	$22,974.98
2008-04-24	Snow	OHIO WESLEYAN UNIVERSITY	Yes	1	$13,018.27
2008-04-24	Snow	OLENTANGY SCHOOL DISTRICT	Yes	1	$29,581.55
2008-04-24	Snow	ORANGE, TOWNSHIP OF	No	1	$10,507.88
2008-04-24	Snow	OSTRANDER, VILLAGE OF	No	1	$1,065.14
2008-04-24	Snow	OXFORD, TOWNSHIP OF	No	1	$3,434.81
2008-04-24	Snow	POWELL, CITY OF	No	1	$20,033.65
2008-04-24	Snow	SCIOTO, TOWNSHIP OF	No	1	$5,487.56
2008-04-24	Snow	SHAWNEE HILLS, VILLAGE OF	No	1	$1,463.80
2008-04-24	Snow	SUNBURY, VILLAGE OF	No	1	$11,563.68
2008-04-24	Snow	THOMPSON, TOWNSHIP OF	No	1	$1,378.46
2008-04-24	Snow	TRENTON, TOWNSHIP OF	No	1	$1,339.87
2008-04-24	Snow	TROY, TOWNSHIP OF	No	1	$2,433.29
