Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2003-05-12	Severe Ice Storm	ALBION (TOWN OF)	No	1	$8,244.74
2003-05-12	Severe Ice Storm	BARRE (TOWN OF)	No	1	$6,814.12
2003-05-12	Severe Ice Storm	CARLTON (TOWN OF)	No	1	$26,656.33
2003-05-12	Severe Ice Storm	CLARENDON (TOWN OF)	No	1	$8,453.91
2003-05-12	Severe Ice Storm	GAINES (TOWN OF)	No	1	$8,573.38
2003-05-12	Severe Ice Storm	HOLLEY CENTRAL SCHOOL	Yes	1	$1,044.46
2003-05-12	Severe Ice Storm	KENDALL CENTRAL SCHL DIST OFC	Yes	1	$802.39
2003-05-12	Severe Ice Storm	KENDALL (TOWN OF)	No	3	$28,807.46
2003-05-12	Severe Ice Storm	MEDINA	No	1	$2,912.27
2003-05-12	Severe Ice Storm	MURRAY (TOWN OF)	No	2	$21,172.69
2003-05-12	Severe Ice Storm	YATES (TOWN OF)	No	1	$13,948.21
2003-08-23	Other	ORLEANS (COUNTY)	No	2	$941.24
