Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2001-01-17	Snow	BEECHER SCHOOL DISTRICT - 200-U	Yes	1	$1,234.64
2001-01-17	Snow	BEECHER, VILLAGE OF	No	1	$6,223.64
2001-01-17	Snow	BOLINGBROOK PARK DISTRICT	No	1	$4,515.69
2001-01-17	Snow	BOLINGBROOK, VILLAGE OF	No	1	$68,703.56
2001-01-17	Snow	BRAIDWOOD, CITY OF	No	1	$17,718.35
2001-01-17	Snow	CATHEDRAL OF ST RAYMONDS SCHOOL	Yes	1	$6,944.46
2001-01-17	Snow	CHANNAHON PARK DISTRICT	No	1	$0.00
2001-01-17	Snow	CHANNAHON SCHOOL DISTRICT 17	Yes	1	$1,516.51
2001-01-17	Snow	CHANNAHON, VILLAGE OF	No	1	$8,016.61
2001-01-17	Snow	CREST HILL, CITY OF	No	1	$19,442.71
2001-01-17	Snow	CRETE PUBLIC LIBRARY DISTRICT	No	1	$0.00
2001-01-17	Snow	CRETE TOWNSHIP HIGHWAY DEPARTMENT	No	1	$11,177.12
2001-01-17	Snow	CRETE, VILLAGE OF	No	1	$16,023.47
2001-01-17	Snow	CUSTER TOWNSHIP HIGHWAY DEPT	No	1	$2,924.32
2001-01-17	Snow	FAIRMONT SCHOOL DISTRICT 89	Yes	1	$0.00
2001-01-17	Snow	FLORENCE, TOWNSHIP OF	No	1	$4,431.36
2001-01-17	Snow	FRANKFORT CC SCHOOL DISTRICT 157C	Yes	1	$2,565.50
2001-01-17	Snow	FRANKFORT FIRE PROTECTION DISTRICT	No	1	$0.00
2001-01-17	Snow	FRANKFORT PUBLIC LIBRARY DISTRICT	No	1	$862.29
2001-01-17	Snow	FRANKFORT TOWNSHIP ROAD DISTRICT	No	1	$16,582.79
2001-01-17	Snow	FRANKFORT, VILLAGE OF	No	1	$10,125.65
2001-01-17	Snow	GREEN GARDEN TOWNSHIP ROAD DISTRICT	No	1	$6,426.08
2001-01-17	Snow	HOMER CC SCHOOL DISTRICT 33C	Yes	1	$9,619.47
2001-01-17	Snow	HOMER TOWNSHIP ROAD DISTRICT	No	1	$17,140.76
2001-01-17	Snow	HOMER TWP. PUBLIC LIBRARY DIST.	No	1	$831.43
2001-01-17	Snow	JACKSON TOWNSHIP HIGHWAY DEPARTMENT	No	1	$5,142.76
2001-01-17	Snow	JOLIET CATHOLIC ACADEMY	Yes	1	$1,844.58
2001-01-17	Snow	JOLIET, CITY OF	No	1	$131,474.03
2001-01-17	Snow	JOLIET JUNIOR COLLEGE	Yes	1	$7,271.39
2001-01-17	Snow	JOLIET PARK DISTRICT	No	1	$2,591.61
2001-01-17	Snow	JOLIET PUBLIC SCHOOL DIST 86	Yes	1	$3,868.88
2001-01-17	Snow	JOLIET REGIONAL PORT DISTRICT	No	1	$4,088.82
2001-01-17	Snow	JOLIET TOWNSHIP HIGH SCHOOL DISTRICT 204	Yes	1	$7,448.92
2001-01-17	Snow	JOLIET TOWNSHIP ROAD DISTRICT	No	1	$22,711.20
2001-01-17	Snow	LARAWAY COMM CONSOLIDATED SCHL DIST 70C	Yes	1	$1,358.06
2001-01-17	Snow	LEWIS UNIVERSITY	Yes	1	$4,110.79
2001-01-17	Snow	LINCOLN WAY HIGH SCHOOL DISTRICT 210	Yes	1	$3,718.84
2001-01-17	Snow	LOCKPORT, CITY OF	No	1	$24,072.39
2001-01-17	Snow	LOCKPORT SCHOOL DISTRICT 91	Yes	1	$1,421.03
2001-01-17	Snow	LOCKPORT TOWNSHIP FIRE PROTECTION DISTRICT	No	1	$1,956.51
2001-01-17	Snow	LOCKPORT TOWNSHIP HIGH SCHOOL DISTRICT 205	Yes	1	$2,140.09
2001-01-17	Snow	LOCKPORT TOWNSHIP HIGHWAY DEPARTMENT	No	1	$13,576.26
2001-01-17	Snow	LOCKPORT TWP PARK DISTRICT	No	1	$2,073.51
2001-01-17	Snow	MANHATTAN SCHOOL DISTRICT 114	Yes	1	$1,546.56
2001-01-17	Snow	MANHATTAN TOWNSHIP HIGHWAY DEPARTMENT	No	1	$8,033.88
2001-01-17	Snow	MANHATTAN, VILLAGE OF	No	1	$2,332.70
2001-01-17	Snow	MOKENA FIRE PROTECTION DISTRICT	No	1	$814.09
2001-01-17	Snow	MOKENA PUBLIC SCHOOL DISTRICT 159	Yes	1	$2,787.58
2001-01-17	Snow	MOKENA, VILLAGE OF	No	1	$37,954.17
2001-01-17	Snow	MONEE, VILLAGE OF	No	1	$4,470.91
2001-01-17	Snow	NEW LENOX COMMUNITY PARK DISTRICT	No	1	$819.47
2001-01-17	Snow	NEW LENOX SCHOOL DISTRICT 122	Yes	1	$5,990.40
2001-01-17	Snow	NEW LENOX TOWNSHIP HIGHWAY DEPARTMENT	No	1	$11,156.66
