Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2003-03-27	Snow	ARDSLEY UFSD	No	1	$7,464.76
2003-03-27	Snow	ARDSLEY, VILLAGE OF	No	1	$28,488.29
2003-03-27	Snow	BEDFORD (TOWN OF)	No	1	$131,965.94
2003-03-27	Snow	BLINDBROOK RYE UFSD	No	1	$3,750.64
2003-03-27	Snow	BLYTHEDALE CHILDREN'S HOSPITAL	No	2	$1,752.01
2003-03-27	Snow	BRIARCLIFF MANOR UNION FREE SCHOOL DIST.	Yes	1	$2,446.51
2003-03-27	Snow	BRIARCLIFF MANOR, VILLAGE OF	No	1	$30,783.37
2003-03-27	Snow	BRONXVILLE UFSD	No	1	$3,214.45
2003-03-27	Snow	BRONXVILLE, VILLAGE OF	No	1	$48,133.36
2003-03-27	Snow	CITY OF NEW ROCHELLE SCHOOL DISTRICT	Yes	1	$43,477.08
2003-03-27	Snow	COLLEGE OF NEW ROCHELLE	Yes	1	$6,072.19
2003-03-27	Snow	CORTLANDT (TOWN OF)	No	1	$121,676.08
2003-03-27	Snow	CROTON-HARMON UFSD	No	1	$5,879.07
2003-03-27	Snow	CROTON ON HUDSON, VILLAGE OF	No	1	$26,794.19
2003-03-27	Snow	DOBBS FERRY, VILLAGE OF	No	1	$24,156.54
2003-03-27	Snow	EASTCHESTER FIRE DEPT	No	1	$11,248.88
2003-03-27	Snow	EASTCHESTER (TOWN OF)	No	1	$76,272.87
2003-03-27	Snow	EDGEMONT UNION FREE SCHOOL DISTRICT	Yes	1	$12,112.32
2003-03-27	Snow	ELMSFORD, VILLAGE OF	No	1	$13,925.25
2003-03-27	Snow	FAIRVIEW FIRE DISTRICT	No	1	$8,631.40
2003-03-27	Snow	GREENBURGH CENTRAL SCHOOL DIST. NO. 7	Yes	1	$10,276.18
2003-03-27	Snow	GREENBURGH (TOWN OF)	No	1	$92,213.00
2003-03-27	Snow	HARRISON CENTRAL SCHOOL DISTRICT	Yes	1	$23,113.38
2003-03-27	Snow	HARRISON (TOWN OF)	No	1	$156,801.43
2003-03-27	Snow	HARTSDALE FIRE DISTRICT	No	1	$9,683.51
2003-03-27	Snow	HARTSDALE PUBLIC PARKING DISTRICT	No	1	$15,178.12
2003-03-27	Snow	HASTINGS-ON-HUDSON, VILLAGE OF	No	1	$18,095.14
2003-03-27	Snow	HUDSON VALLEY HOSPITAL CENTER	No	2	$18,301.70
2003-03-27	Snow	IONA COLLEGE	Yes	1	$6,962.33
2003-03-27	Snow	IRVINGTON UNION FREE SCHOOL DISTRICT	Yes	1	$3,464.71
2003-03-27	Snow	IRVINGTON, VILLAGE OF	No	1	$33,941.59
2003-03-27	Snow	KATONAH-LEWISBORO UFSD	No	1	$14,634.02
2003-03-27	Snow	LAKELAND CENTRAL SCHOOL DISTRICT	Yes	1	$10,420.48
2003-03-27	Snow	LARCHMONT, VILLAGE OF	No	1	$18,840.04
2003-03-27	Snow	LAWRENCE HOSPITAL	No	2	$10,958.92
2003-03-27	Snow	LEWISBORO (TOWN OF)	No	1	$45,361.99
2003-03-27	Snow	MAMARONECK (TOWN OF)	No	1	$36,277.31
2003-03-27	Snow	MAMARONECK, VILLAGE OF	No	1	$52,922.90
2003-03-27	Snow	MERCY COLLEGE	Yes	1	$6,803.71
2003-03-27	Snow	MOUNT KISCO (TOWN OF)	No	1	$70,501.38
2003-03-27	Snow	MOUNT PLEASANT (TOWN OF)	No	1	$72,928.74
2003-03-27	Snow	MOUNT VERNON BOARD OF ED SCH	Yes	1	$12,080.09
2003-03-27	Snow	MOUNT VERNON, CITY OF	No	1	$61,306.29
2003-03-27	Snow	NEW CASTLE (TOWN OF)	No	1	$82,083.73
