Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2003-03-14	Severe Storm(s)	BEDFORD, TOWNSHIP OF	No	2	$39,367.12
2003-03-14	Severe Storm(s)	CHESTER , TOWNSHIP OF	No	5	$149,308.33
2003-03-14	Severe Storm(s)	CHESTER VOLUNTEER FIRE DEPARTMENT	No	2	$1,680.27
2003-03-14	Severe Storm(s)	COLUMBIA, TOWNSHIP OF	No	2	$10,708.06
2003-03-14	Severe Storm(s)	LEADING CREEK CONSERVANCY  DISTRICT	No	1	$14,916.76
2003-03-14	Severe Storm(s)	LEBANON, TOWNSHIP OF	No	2	$41,418.11
2003-03-14	Severe Storm(s)	LETART, TOWNSHIP OF	No	4	$31,864.07
2003-03-14	Severe Storm(s)	MEIGS COUNTY COMMISSIONER	No	2	$2,822.04
2003-03-14	Severe Storm(s)	MEIGS COUNTY EMERGENCY MGMT AGENCY	No	2	$6,158.33
2003-03-14	Severe Storm(s)	MEIGS COUNTY HIGHWAY DEPARTMENT	No	13	$676,804.63
2003-03-14	Severe Storm(s)	MEIGS COUNTY SHERIFF'S OFFICE	No	2	$2,203.82
2003-03-14	Severe Storm(s)	MIDDLEPORT, VILLAGE OF	No	4	$39,227.14
2003-03-14	Severe Storm(s)	OLIVE, TOWNSHIP OF	No	4	$83,313.92
2003-03-14	Severe Storm(s)	ORANGE, TOWNSHIP OF	No	2	$22,291.85
2003-03-14	Severe Storm(s)	POMEROY, VILLAGE OF	No	4	$42,569.59
2003-03-14	Severe Storm(s)	RACINE, VILLAGE OF	No	5	$25,034.92
2003-03-14	Severe Storm(s)	RUTLAND FIRE DEPARTMENT	No	2	$5,794.81
2003-03-14	Severe Storm(s)	RUTLAND, TOWNSHIP OF	No	2	$48,454.83
2003-03-14	Severe Storm(s)	SALEM, TOWNSHIP OF	No	3	$31,515.69
2003-03-14	Severe Storm(s)	SALISBURY, TOWNSHIP OF	No	3	$21,820.71
2003-03-14	Severe Storm(s)	SCIPIO, TOWNSHIP OF	No	2	$26,370.40
2003-03-14	Severe Storm(s)	SOUTHERN LOCAL SCHOOLS	Yes	2	$2,059.80
2003-03-14	Severe Storm(s)	SUTTON, TOWNSHIP OF	No	2	$35,523.38
2003-03-14	Severe Storm(s)	SYRACUSE-RACINE SEWAGE DEPT	No	2	$5,419.78
2003-03-14	Severe Storm(s)	SYRACUSE, VILLAGE OF	No	3	$4,843.66
2003-03-14	Severe Storm(s)	TUPPERS PLAINS-CHESTER WATER	No	1	$1,874.30
2003-03-14	Severe Storm(s)	TUPPERS PLAINS REGIONAL SEWER DISTRICT	No	3	$2,238.78
2003-03-14	Severe Storm(s)	TUPPERS PLAIN VOLUNTEER FIRE DEPT	No	2	$4,428.66
