Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2004-09-19	Hurricane	BENSALEM TOWNSHIP	No	1	$3,832.01
2004-09-19	Hurricane	BRIDGETON (TOWNSHIP OF)	No	1	$3,849.19
2004-09-19	Hurricane	BUCKS (COUNTY)	No	1	$4,375.03
2004-09-19	Hurricane	DURHAM (TOWNSHIP OF)	No	6	$13,174.95
2004-09-19	Hurricane	HAYCOCK FIRE COMPANY 1	No	1	$4,649.30
2004-09-19	Hurricane	LANGHORNE-MIDDLETOWN FIRE CO	No	1	$1,066.10
2004-09-19	Hurricane	LOWER MAKEFIELD (TOWNSHIP OF)	No	4	$200,565.43
2004-09-19	Hurricane	MILFORD (TOWNSHIP OF)	No	1	$8,546.32
2004-09-19	Hurricane	NEW HOPE (BOROUGH OF)	No	4	$19,421.44
2004-09-19	Hurricane	NOCKAMIXON (TOWNSHIP OF)	No	2	$14,868.44
2004-09-19	Hurricane	PLUMSTEAD (TOWNSHIP OF)	No	3	$5,769.76
2004-09-19	Hurricane	RIEGELSVILLE (BOROUGH OF)	No	2	$3,395.56
2004-09-19	Hurricane	SOLEBURY (TOWNSHIP OF)	No	3	$28,395.72
2004-09-19	Hurricane	SPRINGFIELD (TOWNSHIP OF)	No	6	$14,624.97
2004-09-19	Hurricane	TINICUM (TOWNSHIP OF)	No	2	$16,094.64
2004-09-19	Hurricane	UPPER MAKEFIELD (TOWNSHIP OF)	No	1	$1,702.24
2004-09-19	Hurricane	YARDLEY (BOROUGH OF)	No	2	$51,321.55
2004-09-19	Hurricane	YARDLEY BOROUGH SEWER AUTHORITY	No	3	$13,902.68
