Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2004-09-19	Hurricane	ADAMS ELECTRIC COOPERATIVE, INC	No	2	$46,309.42
2004-09-19	Hurricane	BEDFORD RURAL ELECTRIC COOPERATIVE, INC	No	3	$53,081.57
2004-09-19	Hurricane	CENTRAL ELECTRIC COOPERATIVE, INC	No	3	$22,060.81
2004-09-19	Hurricane	DELAWARE RIVER JOINT TOLL BRIDGE COMMISSION	No	2	$71,754.17
2004-09-19	Hurricane	DEPARTMENT OF GENERAL SERVICES	No	1	$5,007.40
2004-09-19	Hurricane	DEPT. OF MILITARY & VETERAN AFFAIRS	No	6	$97,276.62
2004-09-19	Hurricane	NEW ENTERPRISE RURAL ELECTRIC COOPERATIVE, INC	No	6	$22,188.35
2004-09-19	Hurricane	PA DEPT CONSERVATION & NATURAL RESOURCES	No	140	$9,439,654.60
2004-09-19	Hurricane	PA DEPT OF AGRICULTURE	No	2	$11,896.74
2004-09-19	Hurricane	PA DEPT. OF ENVIRONMENTAL PROTECTION	No	21	$610,457.49
2004-09-19	Hurricane	PA DEPT OF TRANSPORTATION	No	879	$11,535,731.43
2004-09-19	Hurricane	PA EMERGENCY MANAGEMENT AGENCY	No	25	$168,624.95
2004-09-19	Hurricane	PA FISH & BOAT COMMISSION	No	21	$435,675.35
2004-09-19	Hurricane	PA GAME COMMISSION	No	114	$1,274,415.52
2004-09-19	Hurricane	PA HISTORICAL & MUSEUM COMMISSION	No	9	$7,735.08
2004-09-19	Hurricane	PA STATE POLICE	No	3	$56,472.32
2004-09-19	Hurricane	PENNSYLVANIA DEPARTMENT OF HEALTH	No	1	$0.01
2004-09-19	Hurricane	PENNSYLVANIA LIQUOR CONTROL BOARD	No	7	$0.00
2004-09-19	Hurricane	REA ENERGY COOPERATIVE INC	No	4	$42,796.62
2004-09-19	Hurricane	SEDA-COG JOINT RAIL AUTHORITY	No	2	$74,683.93
2004-09-19	Hurricane	TRI-COMMUNITY WATER & SEWER AUTHORITY	No	1	$3,625.45
2004-09-19	Hurricane	UNITED ELECTRIC CO-OP.	No	3	$7,359.52
2004-09-19	Hurricane	VALLEY RURAL ELECTRIC COOPERATIVE, INC	No	4	$131,780.40
