Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2009-01-02	Severe Ice Storm	ACWORTH (TOWN OF)	No	2	$38,139.87
2009-01-02	Severe Ice Storm	CHARLESTOWN (TOWN OF)	No	2	$13,483.82
2009-01-02	Severe Ice Storm	CLAREMONT	No	3	$170,705.28
2009-01-02	Severe Ice Storm	CROYDON (TOWN OF)	No	4	$18,294.63
2009-01-02	Severe Ice Storm	GOSHEN (TOWN OF)	No	1	$18,180.74
2009-01-02	Severe Ice Storm	LEMPSTER (TOWN OF)	No	1	$21,968.18
2009-01-02	Severe Ice Storm	NEWPORT (TOWN OF)	No	2	$50,123.19
2009-01-02	Severe Ice Storm	PLAINFIELD (TOWN OF)	No	2	$15,432.53
2009-01-02	Severe Ice Storm	SPRINGFIELD (TOWN OF)	No	2	$19,050.44
2009-01-02	Severe Ice Storm	VALLEY REGIONAL HEALTHCARE	No	2	$27,026.09
2009-01-02	Severe Ice Storm	WASHINGTON (TOWN OF)	No	3	$86,016.00
