Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2003-03-14	Severe Storm(s)	ABBOTTSTOWN BOROUGH	No	1	$7,586.52
2003-03-14	Severe Storm(s)	ADAMS (COUNTY)	No	1	$2,099.96
2003-03-14	Severe Storm(s)	ARENDTSVILLE BOROUGH	No	1	$2,355.52
2003-03-14	Severe Storm(s)	BENDERSVILLE   BOROUGH	No	1	$798.04
2003-03-14	Severe Storm(s)	BIGLERVILLE BOROUGH	No	1	$3,202.32
2003-03-14	Severe Storm(s)	BUTLER (TOWNSHIP OF)	No	1	$2,359.43
2003-03-14	Severe Storm(s)	CARROLL VALLEY BOROUGH	No	1	$14,464.95
2003-03-14	Severe Storm(s)	CONEWAGO (TOWNSHIP OF)	No	1	$6,440.13
2003-03-14	Severe Storm(s)	CUMBERLAND (TOWNSHIP OF)	No	1	$7,336.43
2003-03-14	Severe Storm(s)	EAST BERLIN BOROUGH	No	1	$2,539.24
2003-03-14	Severe Storm(s)	FAIRFIELD BOROUGH	No	1	$1,510.21
2003-03-14	Severe Storm(s)	FRANKLIN (TOWNSHIP OF)	No	1	$8,007.74
2003-03-14	Severe Storm(s)	GERMANY (TOWNSHIP OF)	No	1	$3,570.67
2003-03-14	Severe Storm(s)	GETTYSBURG AREA SCHOOL DIST	Yes	1	$4,421.72
2003-03-14	Severe Storm(s)	GETTYSBURG BOROUGH	No	1	$5,847.89
2003-03-14	Severe Storm(s)	HAMILTONBAN (TOWNSHIP OF)	No	1	$3,574.46
2003-03-14	Severe Storm(s)	HAMILTON (TOWNSHIP OF)	No	1	$4,528.94
2003-03-14	Severe Storm(s)	HUNTINGTON (TOWNSHIP OF)	No	1	$4,071.47
2003-03-14	Severe Storm(s)	LATIMORE (TOWNSHIP OF)	No	1	$7,118.11
2003-03-14	Severe Storm(s)	LITTLESTOWN AREA SCHOOL DISTRICT	Yes	1	$5,865.51
2003-03-14	Severe Storm(s)	LITTLESTOWN, BOROUGH	No	1	$10,587.20
2003-03-14	Severe Storm(s)	MCSHERRYSTOWN  BOROUGH	No	1	$2,358.92
2003-03-14	Severe Storm(s)	MENALLEN (TOWNSHIP OF)	No	1	$4,713.78
2003-03-14	Severe Storm(s)	MOUNT JOY (TOWNSHIP OF)	No	1	$7,961.04
2003-03-14	Severe Storm(s)	MOUNT PLEASANT (TOWNSHIP OF)	No	1	$7,762.04
2003-03-14	Severe Storm(s)	OXFORD (TOWNSHIP OF)	No	1	$3,359.93
2003-03-14	Severe Storm(s)	POSSUM VALLEY MUNICIPAL AUTHORITY	No	1	$0.00
2003-03-14	Severe Storm(s)	READING TOWNSHIP BOARD OF SUPERVISORS	No	1	$3,132.86
2003-03-14	Severe Storm(s)	TYRONE (TOWNSHIP OF)	No	1	$3,862.42
2003-03-14	Severe Storm(s)	UPPER ADAMS SCHOOL DISTRICT	Yes	1	$0.00
2003-03-14	Severe Storm(s)	YORK SPRINGS BOROUGH	No	1	$1,871.86
