Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2003-03-14	Severe Storm(s)	ALBANY, VILLAGE OF	No	3	$16,831.61
2003-03-14	Severe Storm(s)	ALEXANDER, TOWNSHIP OF	No	2	$35,670.94
2003-03-14	Severe Storm(s)	AMES, TOWNSHIP OF	No	2	$40,879.54
2003-03-14	Severe Storm(s)	AMESVILLE, VILLAGE OF	No	2	$1,018.03
2003-03-14	Severe Storm(s)	ATHENS, CITY OF	No	6	$121,753.68
2003-03-14	Severe Storm(s)	ATHENS COUNTY ENGINEER'S  DEPOT	No	10	$247,375.28
2003-03-14	Severe Storm(s)	ATHENS, TOWNSHIP OF	No	3	$29,667.87
2003-03-14	Severe Storm(s)	BERN, TOWNSHIP OF	No	2	$13,885.23
2003-03-14	Severe Storm(s)	BUCHTEL, VILLAGE OF	No	1	$0.00
2003-03-14	Severe Storm(s)	CARTHAGE, TOWNSHIP OF	No	5	$52,376.01
2003-03-14	Severe Storm(s)	COOLVILLE, VILLAGE OF	No	2	$26,464.22
2003-03-14	Severe Storm(s)	DOVER, TOWNSHIP OF	No	3	$55,501.47
2003-03-14	Severe Storm(s)	GLOUSTER, VILLAGE OF	No	4	$35,055.56
2003-03-14	Severe Storm(s)	LEE, TOWNSHIP OF	No	4	$40,706.65
2003-03-14	Severe Storm(s)	LODI, TOWNSHIP OF	No	6	$93,402.10
2003-03-14	Severe Storm(s)	NELSONVILLE, CITY OF	No	1	$8,753.02
2003-03-14	Severe Storm(s)	ROME, TOWNSHIP OF	No	4	$59,778.61
2003-03-14	Severe Storm(s)	TRIMBLE, TOWNSHIP OF	No	2	$37,115.84
2003-03-14	Severe Storm(s)	TROY, TOWNSHIP OF	No	3	$69,188.47
2003-03-14	Severe Storm(s)	YORK, TOWNSHIP OF	No	3	$42,804.27
