Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2010-07-29	Severe Storm(s)	AMES	No	49	$1,713,658.50
2010-07-29	Severe Storm(s)	AMES COMMUNITY SCHOOL DISTRICT	Yes	3	$45,816.34
2010-07-29	Severe Storm(s)	BALLARD COMMUNITY SCHOOL DIST	Yes	3	$9,262.52
2010-07-29	Severe Storm(s)	CAMBRIDGE	No	3	$12,600.82
2010-07-29	Severe Storm(s)	COLLINS	No	2	$19,454.83
2010-07-29	Severe Storm(s)	COLO	No	1	$1,443.01
2010-07-29	Severe Storm(s)	CONSERVATION BOARD	No	5	$76,982.05
2010-07-29	Severe Storm(s)	GILBERT	No	9	$137,726.71
2010-07-29	Severe Storm(s)	HUXLEY	No	8	$74,338.27
2010-07-29	Severe Storm(s)	KELLEY	No	5	$9,620.45
2010-07-29	Severe Storm(s)	LUTHERAN SERVICES IN IOWA, INC.	No	1	$6,100.04
2010-07-29	Severe Storm(s)	MARY GREELEY MEDICAL CENTER	No	1	$5,530.30
2010-07-29	Severe Storm(s)	MAXWELL	No	10	$36,253.77
2010-07-29	Severe Storm(s)	NEVADA	No	4	$23,443.57
2010-07-29	Severe Storm(s)	SLATER	No	3	$9,844.30
2010-07-29	Severe Storm(s)	STORY CITY	No	3	$9,126.30
2010-07-29	Severe Storm(s)	STORY CO SECONDARY ROADS	No	21	$338,155.88
2010-07-29	Severe Storm(s)	STORY COUNTY E911 SERVICE BOARD	No	2	$7,493.93
