Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2005-09-24	Hurricane	CARO WATER SUPPLY CORP	No	1	$15,726.00
2005-09-24	Hurricane	CHIRENO ISD	No	4	$8,644.69
2005-09-24	Hurricane	D & M WATER SUPPLY CORP	No	1	$5,274.01
2005-09-24	Hurricane	ETOILE INDEPENDENT SCHOOL DIST - ISD	Yes	2	$7,604.11
2005-09-24	Hurricane	GARRISON INDEPENDENT SCHL DIST	Yes	2	$9,731.81
2005-09-24	Hurricane	LILLY GROVE SPECIAL UTILITY DISTRICT	No	1	$9,752.15
2005-09-24	Hurricane	NACOGDOCHES, CITY OF	No	13	$503,443.81
2005-09-24	Hurricane	NACOGDOCHES (COUNTY)	No	12	$197,943.18
2005-09-24	Hurricane	NACOGDOCHES ISD	No	7	$66,545.76
2005-09-24	Hurricane	WODEN INDEPENDENT SCHOOL DIST - ISD	Yes	2	$5,175.75
2005-09-02	Hurricane	NACOGDOCHES, CITY OF	No	18	$693,659.86
2005-09-02	Hurricane	NACOGDOCHES (COUNTY)	No	9	$347,704.87
2005-09-02	Hurricane	NACOGDOCHES COUNTY HOSPITAL DISTRICT	No	2	$44,725.23
