Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2005-02-04	Severe Storm(s)	CALIFORNIA CONSERVATION CORPS (CCC)	No	1	$19,420.14
2005-02-04	Severe Storm(s)	CALIFORNIA DEPARTMENT OF FISH AND GAME - DFG	No	1	$0.01
2005-02-04	Severe Storm(s)	CALIFORNIA DEPARTMENT OF FORESTRY & FIRE PROTECTION - CDF	No	1	$132,358.43
2005-02-04	Severe Storm(s)	CALIFORNIA DEPARTMENT OF PARKS AND RECREATION	No	117	$2,747,748.51
2005-02-04	Severe Storm(s)	CALIFORNIA DEPARTMENT OF WATER RESOURCES	No	49	$1,573,223.94
2005-02-04	Severe Storm(s)	CALIFORNIA HIGHWAY PATROL	No	1	$469,397.27
2005-02-04	Severe Storm(s)	CALIFORNIA SCIENCE CENTER	No	6	$10,774.15
2005-02-04	Severe Storm(s)	CALIFORNIA STATE UNIVERSITY, CHANNEL ISLANDS	Yes	4	$16,914.09
2005-02-04	Severe Storm(s)	CALIFORNIA STATE UNIVERSITY, FULLERTON	Yes	3	$36,478.61
2005-02-04	Severe Storm(s)	CALIFORNIA STATE UNIVERSITY, SAN MARCOS	Yes	1	$44,257.37
2005-02-04	Severe Storm(s)	DEPARTMENT OF TRANSPORTATION	No	1	$0.00
2005-02-04	Severe Storm(s)	GOVERNOR'S OFFICE OF EMERGENCY SERVICES	No	5	$4,719,085.19
2005-02-04	Severe Storm(s)	UNIVERSITY OF CALIFORNIA, SANTA BARBARA	Yes	20	$74,764.15
2005-04-14	Severe Storm(s)	CALIFORNIA DEPARTMENT OF CORRECTIONS	No	1	$33,673.37
2005-04-14	Severe Storm(s)	CALIFORNIA DEPARTMENT OF FORESTRY & FIRE PROTECTION	No	4	$32,368.73
2005-04-14	Severe Storm(s)	CALIFORNIA DEPARTMENT OF PARKS AND RECREATION	No	10	$198,606.02
2005-04-14	Severe Storm(s)	CALIFORNIA DEPARTMENT OF WATER RESOURCES	No	4	$71,907.71
2005-04-14	Severe Storm(s)	CALIFORNIA HIGHWAY PATROL	No	1	$54,567.05
2005-04-14	Severe Storm(s)	CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA	Yes	7	$34,261.07
2005-04-14	Severe Storm(s)	GOVERNOR'S OFFICE OF EMERGENCY SERVICES	No	4	$2,060,658.83
2005-09-13	Hurricane	CALIFORNIA STATE UNIVERSITY, SAN JOSE	Yes	1	$43,779.78
2005-09-13	Hurricane	GOVERNOR'S OFFICE OF EMERGENCY SERVICES	No	2	$106,968.58
