Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2008-02-01	Severe Storm(s)	ANTIOCH CEMETERY	No	1	$2,622.00
2008-02-01	Severe Storm(s)	AXTELL, CITY OF	No	3	$16,314.33
2008-02-01	Severe Storm(s)	AXTELL, CITY OF, AXTELL ELECTRIC DEPARTMENT	No	1	$8,572.39
2008-02-01	Severe Storm(s)	BEATTIE, CITY OF	No	2	$3,780.57
2008-02-01	Severe Storm(s)	BLUE RAPIDS, CITY OF	No	2	$48,118.85
2008-02-01	Severe Storm(s)	BLUE RAPIDS CITY TOWNSHIP	No	1	$2,637.62
2008-02-01	Severe Storm(s)	BLUE VALLEY TELECOMMUNICATIONS	No	1	$90,120.77
2008-02-01	Severe Storm(s)	COMMUNITY MEMORIAL HEALTHCARE	No	1	$3,062.87
2008-02-01	Severe Storm(s)	FRANKFORT, CITY OF	No	3	$15,898.98
2008-02-01	Severe Storm(s)	HOME SEWER DISTRICT 1 / MARSHALL COUNTY	No	1	$1,546.13
2008-02-01	Severe Storm(s)	MARSHALL CO RURAL WATER DIST 3	No	2	$5,094.82
2008-02-01	Severe Storm(s)	MARSHALL COUNTY	No	1	$8,836.83
2008-02-01	Severe Storm(s)	MARSHALL COUNTY EMERGENCY MANAGEMENT	No	1	$4,716.53
2008-02-01	Severe Storm(s)	MARYSVILLE, CITY OF	No	3	$77,274.03
2008-02-01	Severe Storm(s)	PROSPECT HILL CEMETERY ASSOCIATION	No	1	$4,670.48
2008-02-01	Severe Storm(s)	ROSE HILL CEMETERY	No	1	$3,404.16
2008-02-01	Severe Storm(s)	SUMMERFIELD, CITY OF	No	2	$6,508.75
2008-02-01	Severe Storm(s)	SUMMERFIELD, CITY OF, SUMMERFIELD ELECTRICAL DEPARTMENT	No	1	$9,802.57
2008-02-01	Severe Storm(s)	VERMILLION CEMETERY ASSOCIATION	No	1	$2,437.50
2008-02-01	Severe Storm(s)	VERMILLION, CITY OF	No	3	$25,873.08
2008-02-01	Severe Storm(s)	VERMILLION, CITY OF, VERMILLION ELECTRIC DEPARTMENT	No	1	$8,096.39
2008-02-01	Severe Storm(s)	VERMILLION TOWNSHIP	No	1	$3,921.60
2008-02-01	Severe Storm(s)	WATERVILLE, CITY OF	No	3	$18,391.85
2008-02-01	Severe Storm(s)	WATERVILLE, CITY OF, WATERVILLE ELECTRIC DEPARTMENT	No	1	$19,536.55
