Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2007-01-15	Severe Ice Storm	BENNETT SPRING FIRE PROTECTION, WITHDRAWN	No	1	$0.00
2007-01-15	Severe Ice Storm	CONWAY, CITY OF	No	4	$24,402.65
2007-01-15	Severe Ice Storm	CONWAY FIRE DEPT, WITHDRAWN 4/2/07	No	1	$0.00
2007-01-15	Severe Ice Storm	CONWAY SPECIAL RD. DIST 2	No	2	$3,275.88
2007-01-15	Severe Ice Storm	ELDRIDGE VOLUNTEER FIRE DEPT	No	2	$0.00
2007-01-15	Severe Ice Storm	HAZELGREEN FIRE PROTECTION DISTRICT	No	2	$12,346.76
2007-01-15	Severe Ice Storm	LACLEDE COUNTY	No	5	$586,056.72
2007-01-15	Severe Ice Storm	LACLEDE COUNTY HEALTH UNIT	No	1	$831.88
2007-01-15	Severe Ice Storm	LACLEDE COUNTY PUBLIC WATER 3	No	1	$11,157.93
2007-01-15	Severe Ice Storm	LACLEDE COUNTY PUBLIC WATER DIST 1	No	1	$8,639.06
2007-01-15	Severe Ice Storm	LEBANON, CITY OF	No	9	$568,331.01
2007-01-15	Severe Ice Storm	LEBANON, CITY OF, MUNICIPAL UTILITY	No	1	$362,340.82
2007-01-15	Severe Ice Storm	LEBANON RURAL FIRE DEPT	No	1	$0.00
2007-01-15	Severe Ice Storm	LEBANON SPECIAL ROAD DISTRICT  1, WITHDRAWN	No	1	$0.00
2007-01-15	Severe Ice Storm	NEBO-FALCON FIRE DEPT	No	1	$0.00
2007-01-15	Severe Ice Storm	PHILLIPSBURG, VILLAGE OF	No	4	$14,929.18
2007-01-15	Severe Ice Storm	SLEEPER VOLUNTEER FIRE DEPT	No	2	$1,083.12
2007-01-15	Severe Ice Storm	W. T. VERNON HOUSING CORP	No	1	$2,586.87
2007-09-21	Severe Storm(s)	LACLEDE COUNTY	No	52	$1,506,978.27
2007-09-21	Severe Storm(s)	LACLEDE COUNTY C5 SCHOOL DISTRICT	Yes	3	$30,006.66
2007-09-21	Severe Storm(s)	PHILLIPSBURG SPECIAL ROAD DISTRICT  3	No	2	$27,802.26
