Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2001-01-10	Snow	CAPITAL AREA TRANSPORTATION AUTHORITY	No	1	$10,095.66
2001-01-10	Snow	DANSVILLE	No	1	$3,583.71
2001-01-10	Snow	DANSVILLE SCHOOLS	Yes	1	$1,688.26
2001-01-10	Snow	DELHI, CHARTER TOWNSHIP OF	No	1	$6,572.62
2001-01-10	Snow	EAST LANSING, CITY OF	No	1	$42,200.65
2001-01-10	Snow	EAST LANSING SCHOOL DISTRICT	Yes	1	$10,347.75
2001-01-10	Snow	HASLETT PUBLIC SCHOOL DISTRICT	Yes	1	$979.23
2001-01-10	Snow	HOLT PUBLIC SCHOOLS	Yes	1	$6,053.45
2001-01-10	Snow	INGHAM COUNTY FACILITIES	No	1	$3,017.28
2001-01-10	Snow	INGHAM COUNTY ROAD COMMISSION	No	1	$94,818.50
2001-01-10	Snow	INGHAM INTERMEDIATE SCHOOL DISTRICT	Yes	1	$2,368.13
2001-01-10	Snow	LANSING CATHOLIC CENTRAL HIGH	No	1	$1,054.34
2001-01-10	Snow	LANSING, CITY OF	No	1	$80,456.18
2001-01-10	Snow	LANSING COMMUNITY COLLEGE	Yes	1	$10,510.53
2001-01-10	Snow	LANSING SCHOOL DISTRICT	Yes	1	$0.00
2001-01-10	Snow	LESLIE, CITY OF	No	1	$3,875.97
2001-01-10	Snow	LESLIE PUBLIC SCHOOLS	Yes	1	$1,871.93
2001-01-10	Snow	MASON, CITY OF	No	1	$3,712.90
2001-01-10	Snow	MERIDIAN, TOWNSHIP OF	No	1	$3,536.44
2001-01-10	Snow	MICHIGAN STATE UNIVERSITY	Yes	1	$48,878.26
2001-01-10	Snow	OKEMOS PUBLIC SCHOOLS	Yes	1	$7,321.81
2001-01-10	Snow	SANKOFA SHULE SCHOOL	Yes	1	$0.00
2001-01-10	Snow	SPARROW HEALTH SYSTEM	No	1	$28,246.57
2001-01-10	Snow	STOCKBRIDGE COMMUNITY SCHOOLS	Yes	1	$3,072.42
2001-01-10	Snow	STOCKBRIDGE, VILLAGE OF	No	1	$3,784.59
2001-01-10	Snow	WEBBERVILLE COMMUNITY SCHOOLS	Yes	1	$2,186.93
2001-01-10	Snow	WHITE PINE ACADEMY	Yes	1	$0.00
2001-01-10	Snow	WILLIAMSTON, CITY OF	No	1	$10,149.23
2001-01-10	Snow	WILLIAMSTON COMMUNITY SCHOOLS	Yes	1	$6,409.95
2001-01-10	Snow	WINDERMERE PARK CHARTER ACADEMY	Yes	1	$1,852.36
