Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2007-08-27	Severe Storm(s)	MADISON, TOWNSHIP OF	No	3	$21,299.76
2007-08-27	Severe Storm(s)	MANSFIELD, CITY OF	No	12	$239,028.85
2007-08-27	Severe Storm(s)	MANSFIELD, ONTARIO, RICHLAND, CO. HEALTH DEPT.	No	1	$0.00
2007-08-27	Severe Storm(s)	MIFFLIN, TOWNSHIP OF	No	2	$10,280.50
2007-08-27	Severe Storm(s)	MONROE, TOWNSHIP OF	No	1	$12,828.58
2007-08-27	Severe Storm(s)	ONTARIO, CITY OF	No	4	$17,575.17
2007-08-27	Severe Storm(s)	RICHLAND CO. SOLID WASTE MANAGEMENT AUTHORITY	No	3	$9,656.16
2007-08-27	Severe Storm(s)	RICHLAND COUNTY ENGINEER	No	9	$83,498.85
2007-08-27	Severe Storm(s)	SHARON, TOWNSHIP OF	No	3	$5,713.67
2007-08-27	Severe Storm(s)	SHELBY, CITY OF	No	25	$604,014.29
2007-08-27	Severe Storm(s)	SHELBY CITY SCHOOLS	Yes	12	$360,258.66
2007-08-27	Severe Storm(s)	SHELBY SENIOR CITIZEN CENTER, INC.	No	1	$783.90
2007-08-27	Severe Storm(s)	WASHINGTON, TOWNSHIP OF	No	2	$30,624.82
