Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2007-03-30	Snow	ARCADIA, CITY OF	No	1	$3,133.69
2007-03-30	Snow	BREDA,CITY OF	No	2	$3,303.65
2007-03-30	Snow	CARROLL, CITY OF	No	1	$31,292.51
2007-03-30	Snow	CARROLL CO SECONDARY ROAD DEPT.	No	1	$45,647.37
2007-03-30	Snow	DEDHAM, CITY OF	No	1	$2,879.30
2007-03-30	Snow	GLIDDEN, CITY OF	No	1	$2,875.60
2007-03-30	Snow	HALBUR, CITY OF	No	1	$1,586.53
2007-03-30	Snow	LIDDERDALE, CITY	No	1	$1,828.78
2007-03-30	Snow	MANNING, CITY OF	No	1	$5,123.21
2007-03-30	Snow	ST ANTHONY REGIONAL HOSPITAL	No	1	$5,903.67
