Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2010-03-02	Snow	HATFIELD MCCOY REGIONAL RECREATION AUTHORITY	No	1	$10,106.24
2010-03-02	Snow	OFFICE OF THE ADJUTANT GENERAL, STATE OF WV	No	1	$297,108.55
2010-03-02	Snow	PARKWAY ECONOMIC DEVELOPMENT & TOURISM AUTHORITY	No	3	$198,494.02
2010-03-02	Snow	WEST VIRGINIA DIVISION OF FORESTRY	No	1	$877.79
2010-03-02	Snow	WV CONSERVATION AGENCY	No	2	$137,482.91
2010-03-02	Snow	WV DIVISION OF CORRECTIONS	No	1	$6,550.51
2010-03-02	Snow	WV DIVISION OF HIGHWAYS	No	28	$1,554,180.17
2010-03-02	Snow	WV DIVISION OF HOMELAND SECURITY	No	2	$152,256.03
2010-03-02	Snow	WV DIV OF NATURAL RESOURCES	No	1	$3,240.00
2010-03-02	Snow	WV STATE POLICE	No	1	$1,442.39
2010-03-29	Severe Storm(s)	OFFICE OF THE ADJUTANT GENERAL, STATE OF WV	No	3	$314,709.68
2010-03-29	Severe Storm(s)	WV CONSERVATION AGENCY	No	1	$47,372.46
2010-03-29	Severe Storm(s)	WV DIVISION OF HIGHWAYS	No	158	$3,920,655.63
2010-03-29	Severe Storm(s)	WV DIVISION OF HOMELAND SECURITY	No	2	$62,545.88
2010-03-29	Severe Storm(s)	WV DIV OF NATURAL RESOURCES	No	17	$296,764.70
2010-04-23	Snow	EASTERN WV COMMUNITY AND TECHNICAL COLLEGE	Yes	1	$986.25
2010-04-23	Snow	OFFICE OF THE ADJUTANT GENERAL, STATE OF WV	No	3	$1,111,919.46
2010-04-23	Snow	WEST VIRGINIA DIVISION OF FORESTRY	No	1	$24,950.65
2010-04-23	Snow	WV DEPARTMENT OF AGRICULTURE	No	1	$7,490.20
2010-04-23	Snow	WV DIVISION OF HIGHWAYS	No	24	$1,819,844.01
2010-04-23	Snow	WV DIVISION OF HOMELAND SECURITY	No	2	$68,825.12
2010-04-23	Snow	WV SCHOOLS FOR THE DEAF AND BLIND	Yes	2	$24,733.23
2010-06-24	Flood	HATFIELD MCCOY REGIONAL RECREATION AUTHORITY	No	2	$108,640.70
2010-06-24	Flood	OFFICE OF THE ADJUTANT GENERAL, STATE OF WV	No	1	$159,974.14
2010-06-24	Flood	WV CONSERVATION AGENCY	No	3	$457,603.59
2010-06-24	Flood	WV DIVISION OF HIGHWAYS	No	150	$5,595,906.22
2010-06-24	Flood	WV DIVISION OF HOMELAND SECURITY	No	2	$141,510.28
