Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2011-02-01	Severe Storm(s)	MAINE DEPARTMENT OF CONSERVATION	No	6	$20,657.78
2011-02-01	Severe Storm(s)	MAINE DEPARTMENT OF INLAND FISHERIES AND WILDLIFE	No	2	$20,744.60
2011-02-01	Severe Storm(s)	MAINE DEPARTMENT OF TRANSPORTATION	No	15	$182,446.85
2011-02-01	Severe Storm(s)	MAINE DEPT. OF ENVIRONMENTAL PROTECTION	No	1	$1,382.30
2011-02-01	Severe Storm(s)	MAINE EMERGENCY MANAGEMENT AGENCY	No	1	$14,660.50
2011-09-13	Hurricane	MAINE DEPARTMENT OF CONSERVATION	No	19	$109,186.59
2011-09-13	Hurricane	MAINE DEPARTMENT OF TRANSPORTATION	No	9	$58,433.59
2011-09-13	Hurricane	MAINE DEPT. OF ENVIRONMENTAL PROTECTION	No	1	$1,144.63
2011-09-13	Hurricane	MAINE EMERGENCY MANAGEMENT AGENCY	No	1	$15,981.00
2011-09-13	Hurricane	PENOBSCOT NATION	No	3	$12,162.62
