Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2003-05-12	Severe Storm(s)	EAST LAUDERDALE WATER AUTH	No	1	$4,949.20
2003-05-12	Severe Storm(s)	FLORENCE, CITY OF	No	10	$109,995.29
2003-05-12	Severe Storm(s)	FLORENCE CITY SCHOOLS	Yes	2	$893.47
2003-05-12	Severe Storm(s)	FLORENCE ELECTRICITY DEPARTMENT	No	1	$84,669.26
2003-05-12	Severe Storm(s)	FLORENCE/LAUDERDALE EMERGENCY MANAGEMENT AGENCY	No	2	$1,853.21
2003-05-12	Severe Storm(s)	FLORENCE NATURAL GAS DEPARTMENT	No	1	$17,412.92
2003-05-12	Severe Storm(s)	FLORENCE WATER & WASTEWATER DEPT.	No	4	$10,196.28
2003-05-12	Severe Storm(s)	GREENHILL WATER & FPA	No	2	$1,578.81
2003-05-12	Severe Storm(s)	KILLEN	No	1	$1,583.48
2003-05-12	Severe Storm(s)	LAUDERDALE COUNTY	No	11	$278,069.80
2003-05-12	Severe Storm(s)	LEXINGTON	No	4	$9,275.36
2003-05-12	Severe Storm(s)	UNDERWOOD-PETERSVILLE VOLUNTEER FIRE DEPT.	No	2	$809.12
2003-05-12	Severe Storm(s)	WATERLOO	No	1	$1,710.94
2003-05-12	Severe Storm(s)	WEST LAUDERDALE CO. WATER& FIRE PROTECTION AUTH.	No	2	$7,795.93
