Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2001-03-28	Snow	AVON (TOWN OF)	No	1	$31,211.14
2001-03-28	Snow	BELLINGHAM (TOWN OF)	No	1	$52,857.17
2001-03-28	Snow	BRAINTREE HOUSING AUTHORITY	No	1	$2,520.04
2001-03-28	Snow	BRAINTREE (TOWN OF)	No	1	$78,811.48
2001-03-28	Snow	BROOKLINE (TOWN OF)	No	1	$145,014.26
2001-03-28	Snow	CANTON (TOWN OF)	No	1	$80,583.85
2001-03-28	Snow	COHASSET HOUSING AUTHORITY	No	1	$0.00
2001-03-28	Snow	COHASSET (TOWN OF)	No	1	$27,008.94
2001-03-28	Snow	DEDHAM (TOWN OF)	No	1	$92,831.21
2001-03-28	Snow	DOVER (TOWN OF)	No	1	$28,175.54
2001-03-28	Snow	FOXBORO	No	1	$60,175.31
2001-03-28	Snow	FOXBOROUGH HOUSING AUTHORITY	No	1	$1,589.37
2001-03-28	Snow	FRANKLIN (TOWN OF)	No	1	$83,555.69
2001-03-28	Snow	HOLBROOK (TOWN OF)	No	1	$28,327.94
2001-03-28	Snow	MEDFIELD (TOWN OF)	No	1	$48,885.64
2001-03-28	Snow	MEDWAY (TOWN OF)	No	1	$58,680.34
2001-03-28	Snow	MILLIS (TOWN OF)	No	1	$32,663.15
2001-03-28	Snow	MILTON (TOWN OF)	No	1	$86,616.90
2001-03-28	Snow	NEEDHAM HOUSING AUTHORITY	No	1	$2,145.19
2001-03-28	Snow	NEEDHAM (TOWN OF)	No	1	$123,697.37
2001-03-28	Snow	NORFOLK (TOWN OF)	No	1	$57,737.40
2001-03-28	Snow	NORWOOD HOUSING AUTHORITY	No	1	$2,894.97
2001-03-28	Snow	NORWOOD (TOWN OF)	No	1	$138,325.24
2001-03-28	Snow	QUINCY	No	1	$369,338.13
2001-03-28	Snow	QUINCY HOUSING AUTHORITY	No	1	$7,406.12
2001-03-28	Snow	RANDOLPH (TOWN OF)	No	1	$94,831.99
2001-03-28	Snow	SHARON HOUSING AUTHORITY	No	1	$836.42
2001-03-28	Snow	SHARON (TOWN OF)	No	1	$36,958.77
2001-03-28	Snow	STOUGHTON (TOWN OF)	No	1	$78,462.29
2001-03-28	Snow	WALPOLE (TOWN OF)	No	1	$133,160.05
2001-03-28	Snow	WELLESLEY HOUSING AUTHORITY	No	1	$3,888.71
2001-03-28	Snow	WELLESLEY (TOWN OF)	No	1	$73,120.08
2001-03-28	Snow	WESTWOOD (TOWN OF)	No	1	$102,319.15
2001-03-28	Snow	WEYMOUTH HOUSING AUTHORITY	No	1	$3,372.74
2001-03-28	Snow	WEYMOUTH (TOWN OF)	No	1	$119,255.71
2001-03-28	Snow	WRENTHAM (TOWN OF)	No	1	$67,165.26
