Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2007-05-22	Severe Storm(s)	ANDOVER (TOWNSHIP OF)	No	7	$19,655.46
2007-05-22	Severe Storm(s)	BRISTOL (TOWNSHIP OF)	No	2	$6,493.45
2007-05-22	Severe Storm(s)	BUTLER (TOWNSHIP OF)	No	2	$9,248.85
2007-05-22	Severe Storm(s)	DAY (COUNTY)	No	13	$122,855.85
2007-05-22	Severe Storm(s)	FARMINGTON (TOWNSHIP OF)	No	3	$7,601.98
2007-05-22	Severe Storm(s)	HIGHLAND (TOWNSHIP OF)	No	3	$9,043.75
2007-05-22	Severe Storm(s)	HOMER (TOWNSHIP OF)	No	2	$10,207.18
2007-05-22	Severe Storm(s)	INDEPENDENCE (TOWNSHIP OF)	No	2	$3,031.23
2007-05-22	Severe Storm(s)	KIDDER (TOWNSHIP OF)	No	1	$2,410.67
2007-05-22	Severe Storm(s)	LIBERTY (TOWNSHIP OF)	No	1	$8,161.47
2007-05-22	Severe Storm(s)	LYNN (TOWNSHIP OF)	No	2	$7,354.32
2007-05-22	Severe Storm(s)	MORTON (TOWNSHIP OF)	No	1	$6,829.43
2007-05-22	Severe Storm(s)	NUTLEY (TOWNSHIP OF)	No	1	$4,897.95
2007-05-22	Severe Storm(s)	PIERPONT, TOWN OF	No	2	$1,391.42
2007-05-22	Severe Storm(s)	RACINE (TOWNSHIP OF)	No	2	$11,010.50
2007-05-22	Severe Storm(s)	WEBSTER (TOWNSHIP OF)	No	2	$6,999.01
2007-05-22	Severe Storm(s)	YORK (TOWNSHIP OF)	No	2	$4,782.87
