Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2008-05-27	Severe Storm(s)	BLAIRSBURG, CITY OF	No	2	$4,910.30
2008-05-27	Severe Storm(s)	ELLSWORTH, CITY OF	No	4	$22,019.27
2008-05-27	Severe Storm(s)	HAMILTON COUNTY CONSERVATION	No	6	$117,854.28
2008-05-27	Severe Storm(s)	HAMILTON COUNTY DRAINAGE DISTRICTS	No	40	$1,114,804.67
2008-05-27	Severe Storm(s)	HAMILTON COUNTY SECONDARY ROADS	No	13	$447,013.06
2008-05-27	Severe Storm(s)	JEWELL, CITY OF	No	2	$10,985.21
2008-05-27	Severe Storm(s)	KAMRAR, CITY OF	No	3	$5,118.75
2008-05-27	Severe Storm(s)	STRATFORD,CITY OF	No	1	$3,713.38
2008-05-27	Severe Storm(s)	WEBSTER CITY, CITY OF	No	19	$270,922.48
2008-05-27	Severe Storm(s)	WILLIAMS, CITY OF	No	1	$4,377.28
