Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2004-06-18	Severe Storm(s)	ADAMS (TOWN OF)	No	1	$4,124.10
2004-06-18	Severe Storm(s)	ALMA CENTER SCHOOL DISTRICT	Yes	1	$0.00
2004-06-18	Severe Storm(s)	ALMA CENTER (VILLAGE OF)	No	2	$1,457.43
2004-06-18	Severe Storm(s)	CITY POINT (TOWN OF)	No	1	$6,379.37
2004-06-18	Severe Storm(s)	CLEVELAND (TOWN OF)	No	1	$4,663.42
2004-06-18	Severe Storm(s)	GARFIELD (TOWN OF)	No	1	$7,331.81
2004-06-18	Severe Storm(s)	IRVING (TOWN OF)	No	1	$8,085.93
2004-06-18	Severe Storm(s)	JACKSON (COUNTY), FORESTRY & PARKS	No	2	$7,898.05
2004-06-18	Severe Storm(s)	JACKSON (COUNTY), HIGHWAY DEPT	No	1	$1,367.46
2004-06-18	Severe Storm(s)	JACKSON ELECTRIC CO-OP	No	1	$12,832.47
2004-06-18	Severe Storm(s)	KNAPP (TOWN OF)	No	2	$5,886.09
2004-06-18	Severe Storm(s)	MANCHESTER (TOWN OF)	No	1	$877.18
2004-06-18	Severe Storm(s)	MELROSE (TOWN OF)	No	2	$2,591.86
2004-06-18	Severe Storm(s)	MILLSTON (TOWN OF)	No	1	$871.70
2004-06-18	Severe Storm(s)	NORTH BEND  (TOWN OF)	No	2	$8,683.93
2004-06-18	Severe Storm(s)	NORTHFIELD (TOWN OF)	No	1	$5,973.32
