Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2010-04-02	Severe Storm(s)	BOONTON	No	6	$13,732.35
2010-04-02	Severe Storm(s)	BOONTON (TOWNSHIP OF)	No	2	$3,710.25
2010-04-02	Severe Storm(s)	BUTLER	No	3	$23,227.73
2010-04-02	Severe Storm(s)	CHATHAM	No	3	$8,754.32
2010-04-02	Severe Storm(s)	CHATHAM (TOWNSHIP OF)	No	3	$4,251.19
2010-04-02	Severe Storm(s)	CHESTER (TOWNSHIP OF)	No	2	$16,031.97
2010-04-02	Severe Storm(s)	DENVILLE BOARD OF EDUCATION	Yes	1	$1,902.72
2010-04-02	Severe Storm(s)	DENVILLE (TOWNSHIP OF)	No	4	$15,758.31
2010-04-02	Severe Storm(s)	DOVER	No	6	$28,625.76
2010-04-02	Severe Storm(s)	EAST HANOVER (TOWNSHIP OF)	No	3	$27,933.64
2010-04-02	Severe Storm(s)	FLORHAM PARK	No	3	$13,169.48
2010-04-02	Severe Storm(s)	HANOVER PARK REGL SCHOOL DIST	Yes	1	$2,535.00
2010-04-02	Severe Storm(s)	HANOVER TOWNSHIP FIRE DISTRICT 2	No	2	$1,420.63
2010-04-02	Severe Storm(s)	HARDING (TOWNSHIP OF)	No	2	$5,063.78
2010-04-02	Severe Storm(s)	JEFFERSON TOWNSHIP BOARD OF ED	Yes	1	$1,875.00
2010-04-02	Severe Storm(s)	JEFFERSON (TOWNSHIP OF)	No	8	$70,208.53
2010-04-02	Severe Storm(s)	LAKE HIAWATHA VOL. FIRE COMPANY DIST. 4	No	2	$1,201.34
2010-04-02	Severe Storm(s)	LAKE PARSIPPANY BD OF FIRE COMMISSIONERS DIST 3	No	2	$2,375.62
2010-04-02	Severe Storm(s)	LINCOLN PARK	No	9	$179,298.57
2010-04-02	Severe Storm(s)	LONG HILL (TOWNSHIP OF)	No	6	$12,612.14
2010-04-02	Severe Storm(s)	MADISON	No	2	$19,027.84
2010-04-02	Severe Storm(s)	MENDHAM TOWNSHIP BOARD OF EDUCATION	Yes	1	$6,561.73
2010-04-02	Severe Storm(s)	MENDHAM (TOWNSHIP OF)	No	6	$61,410.63
2010-04-02	Severe Storm(s)	MINE HILL FIRE DEPT	No	2	$1,262.10
2010-04-02	Severe Storm(s)	MORRIS (COUNTY)	No	3	$34,094.70
2010-04-02	Severe Storm(s)	MORRISTOWN	No	2	$7,817.96
2010-04-02	Severe Storm(s)	MORRIS (TOWNSHIP OF)	No	3	$23,361.81
2010-04-02	Severe Storm(s)	MOUNTAIN LAKES	No	6	$41,887.84
2010-04-02	Severe Storm(s)	MOUNT ARLINGTON PBLC SCHL DIST	Yes	1	$4,406.25
2010-04-02	Severe Storm(s)	NETCONG	No	3	$4,945.76
2010-04-02	Severe Storm(s)	NEW VERNON VOLUNTEER FIRE DEPARTMENT	No	2	$3,407.95
2010-04-02	Severe Storm(s)	PARSIPPANY FIRE DISTRICT  5	No	2	$10,080.95
2010-04-02	Severe Storm(s)	PARSIPPANY RESCUE & RECOVERY UNIT	No	2	$13,103.40
2010-04-02	Severe Storm(s)	PARSIPPANY TROY HILLS FIRE DIST. 6	No	2	$10,320.68
2010-04-02	Severe Storm(s)	PARSIPPANY-TROY HILLS FIRE DISTRICT 1	No	2	$9,924.04
2010-04-02	Severe Storm(s)	PARSIPPANY-TROY HILLS TOWNSHIP	No	6	$83,555.23
2010-04-02	Severe Storm(s)	PEQUANNOCK, LINCOLN PARK, FAIRFIELD SEWAGE AUTH	No	1	$83,051.75
2010-04-02	Severe Storm(s)	PEQUANNOCK TOWNSHIP	No	6	$93,186.21
2010-04-02	Severe Storm(s)	RANDOLPH (TOWNSHIP OF)	No	3	$7,596.51
2010-04-02	Severe Storm(s)	RIVERDALE (RIVERDALE-POMPTON)	No	3	$20,391.81
2010-04-02	Severe Storm(s)	ROCKAWAY	No	1	$1,602.79
2010-04-02	Severe Storm(s)	ROCKAWAY TOWNSHIP BOARD OF EDUCATION	Yes	1	$3,022.88
2010-04-02	Severe Storm(s)	ROCKAWAY (TOWNSHIP OF)	No	4	$17,896.65
2010-04-02	Severe Storm(s)	ROXBURY (TOWNSHIP OF)	No	4	$26,012.18
2010-04-02	Severe Storm(s)	WASHINGTON (TOWNSHIP OF)	No	3	$9,736.07
2010-04-02	Severe Storm(s)	WHARTON	No	4	$17,912.48
