Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2011-09-12	Flood	AKRON	No	1	$75,255.23
2011-09-12	Flood	CAERNARVON (TOWNSHIP OF)	No	3	$25,642.54
2011-09-12	Flood	CLAY (TOWNSHIP OF)	No	7	$134,207.56
2011-09-12	Flood	COLERAIN (TOWNSHIP OF)	No	2	$10,135.19
2011-09-12	Flood	COLUMBIA	No	5	$53,750.00
2011-09-12	Flood	CONOY (TOWNSHIP OF)	No	14	$60,599.64
2011-09-12	Flood	DENVER	No	10	$69,944.47
2011-09-12	Flood	EAST COCALICO TOWNSHIP AUTHORITY	No	1	$14,941.59
2011-09-12	Flood	EAST COCALICO (TOWNSHIP OF)	No	1	$17,193.02
2011-09-12	Flood	EAST DONEGAL SEWER AUTHORITY	No	1	$11,110.63
2011-09-12	Flood	EAST DONEGAL (TOWNSHIP OF)	No	3	$22,602.07
2011-09-12	Flood	EAST HEMPFIELD (TOWNSHIP OF)	No	3	$10,060.20
2011-09-12	Flood	EAST PETERSBURG	No	1	$963.38
2011-09-12	Flood	EAST PETERSBURG FIRE CO	No	1	$3,379.31
2011-09-12	Flood	ELIZABETHTOWN	No	8	$207,005.19
2011-09-12	Flood	ELIZABETH (TOWNSHIP OF)	No	5	$22,852.76
2011-09-12	Flood	EPHRATA	No	13	$81,610.66
2011-09-12	Flood	EPHRATA AREA JOINT AUTHORITY	No	1	$14,107.30
2011-09-12	Flood	EPHRATA BOROUGH AUTHORITY	No	2	$10,558.09
2011-09-12	Flood	EPHRATA (TOWNSHIP OF)	No	9	$15,704.07
2011-09-12	Flood	EPHRATA TWP SEWER AUTHORITY	No	1	$4,454.06
2011-09-12	Flood	HAZ MAT Z	No	1	$10,285.61
2011-09-12	Flood	HEMPFIELD FIRE DEPARTMENT	No	1	$5,265.11
2011-09-12	Flood	KINZER FIRE COMPANY	No	1	$11,421.47
2011-09-12	Flood	LANCASTER	No	8	$228,965.98
2011-09-12	Flood	LANCASTER AREA SEWER AUTHORITY	No	5	$16,924.42
2011-09-12	Flood	LANCASTER CITY HOUSING AUTHORITY	No	4	$263,132.88
2011-09-12	Flood	LANCASTER (COUNTY)	No	11	$1,880,916.01
2011-09-12	Flood	LANCASTER (TOWNSHIP OF)	No	3	$12,025.77
2011-09-12	Flood	LINCOLN FIRE CO	No	1	$3,929.60
2011-09-12	Flood	LITTLE BRITAIN (TOWNSHIP OF)	No	2	$202,033.89
2011-09-12	Flood	MANHEIM	No	13	$249,136.59
2011-09-12	Flood	MANHEIM BOROUGH AUTHORITY	No	10	$204,896.64
2011-09-12	Flood	MARIETTA	No	5	$83,000.76
2011-09-12	Flood	MARIETTA-DONEGAL JOINT AUTHORITY	No	3	$17,302.42
2011-09-12	Flood	MARIETTA PIONEER FIRE COMPANY NO 1	No	1	$20,310.93
2011-09-12	Flood	MARTIC (TOWNSHIP OF)	No	6	$14,337.25
2011-09-12	Flood	MILLERSVILLE	No	1	$27,666.75
2011-09-12	Flood	MOUNT JOY	No	6	$222,630.67
2011-09-12	Flood	MOUNT JOY BOROUGH AUTHORITY	No	4	$353,312.76
2011-09-12	Flood	MOUNT JOY (TOWNSHIP OF)	No	4	$18,345.99
2011-09-12	Flood	PARADISE LEAMAN PLACE FIRE COMPANY	No	1	$3,839.39
2011-09-12	Flood	PENN (TOWNSHIP OF)	No	2	$13,139.61
2011-09-12	Flood	PEQUEA (TOWNSHIP OF)	No	3	$99,221.25
2011-09-12	Flood	RAPHO (TOWNSHIP OF)	No	18	$240,353.56
2011-09-12	Flood	RAWLINSVILLE VOLUNTEER FIRE COMPANY	No	1	$3,831.98
2011-09-12	Flood	SADSBURY (TOWNSHIP OF)	No	3	$4,968.05
2011-09-12	Flood	SALISBURY (TOWNSHIP OF)	No	2	$19,998.31
2011-09-12	Flood	SUSQUEHANNA REGIONAL POLICE DEPARTMENT	No	1	$8,221.08
2011-09-12	Flood	WEST COCALICO (TOWNSHIP OF)	No	17	$167,222.07
2011-09-12	Flood	WEST DONEGAL (TOWNSHIP OF)	No	7	$102,963.54
2011-09-12	Flood	WEST EARL FIRE CO	No	1	$3,468.04
2011-09-12	Flood	WEST EARL (TOWNSHIP OF)	No	2	$2,858.94
