Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
1999-09-18	Hurricane	BOONTON	No	3	$22,054.95
1999-09-18	Hurricane	BOONTON (TOWNSHIP OF)	No	1	$12,803.44
1999-09-18	Hurricane	BUTLER	No	6	$95,700.16
1999-09-18	Hurricane	CHATHAM	No	2	$11,218.82
1999-09-18	Hurricane	CHATHAMS SCHOOL DISTRICT	Yes	1	$8,488.86
1999-09-18	Hurricane	CHATHAM (TOWNSHIP OF)	No	1	$8,708.02
1999-09-18	Hurricane	CHESTER (TOWNSHIP OF)	No	1	$13,226.75
1999-09-18	Hurricane	DENVILLE (TOWNSHIP OF)	No	7	$43,263.23
1999-09-18	Hurricane	DOVER	No	4	$68,211.87
1999-09-18	Hurricane	FLORHAM PARK	No	2	$17,834.05
1999-09-18	Hurricane	FLORHAM PARK SEWER AUTHORITY	No	2	$22,252.24
1999-09-18	Hurricane	HANOVER TOWNSHIP	No	9	$61,183.67
1999-09-18	Hurricane	HARDING (TOWNSHIP OF)	No	1	$5,860.67
1999-09-18	Hurricane	JEFFERSON (TOWNSHIP OF)	No	2	$24,503.96
1999-09-18	Hurricane	KINNELON	No	1	$7,545.18
1999-09-18	Hurricane	LINCOLN PARK	No	5	$71,138.44
1999-09-18	Hurricane	LONG HILL (TOWNSHIP OF)	No	11	$43,582.42
1999-09-18	Hurricane	MADISON	No	1	$17,880.76
1999-09-18	Hurricane	MADISON-CHATHAM JOINT MEETING-SEWER DIST	No	1	$783.90
1999-09-18	Hurricane	MENDHAM	No	1	$5,577.91
1999-09-18	Hurricane	MENDHAM (TOWNSHIP OF)	No	8	$26,763.45
1999-09-18	Hurricane	MINE HILL (TOWNSHIP OF)	No	3	$6,434.59
1999-09-18	Hurricane	MONTVILLE (TOWNSHIP OF)	No	1	$13,657.03
1999-09-18	Hurricane	MORRIS (COUNTY)	No	4	$46,786.03
1999-09-18	Hurricane	MORRIS (COUNTY), LAKE HUDSONIA DAM ( WATER AUTHORITY)	No	1	$11,527.25
1999-09-18	Hurricane	MORRIS (COUNTY), PARK COMMISSION	No	3	$18,457.12
1999-09-18	Hurricane	MORRIS PLAINS	No	1	$12,870.07
1999-09-18	Hurricane	MORRIS SCHOOL DISTRICT/ALEXANDER HAMILTON	Yes	1	$89,335.43
1999-09-18	Hurricane	MORRISTOWN	No	10	$127,901.53
1999-09-18	Hurricane	MORRIS (TOWNSHIP OF)	No	6	$60,611.41
1999-09-18	Hurricane	MOUNTAIN LAKES	No	1	$28,239.22
1999-09-18	Hurricane	MOUNT ARLINGTON	No	1	$27,355.76
1999-09-18	Hurricane	MOUNT OLIVE (TOWNSHIP OF)	No	6	$21,880.51
1999-09-18	Hurricane	NETCONG	No	1	$4,358.82
1999-09-18	Hurricane	PARSIPPANY-TROY HILLS (TOWNSHIP OF)	No	2	$32,012.91
1999-09-18	Hurricane	PEQUANNOCK, LINCOLN PARK, FAIRFIELD SEWAGE AUTH	No	3	$46,676.44
1999-09-18	Hurricane	PEQUANNOCK TOWNSHIP	No	14	$124,614.95
1999-09-18	Hurricane	RANDOLPH (TOWNSHIP OF)	No	4	$15,554.56
1999-09-18	Hurricane	RIVERDALE (RIVERDALE-POMPTON)	No	1	$6,212.68
1999-09-18	Hurricane	ROCKAWAY	No	1	$4,177.08
1999-09-18	Hurricane	ROCKAWAY (TOWNSHIP OF)	No	2	$22,267.26
1999-09-18	Hurricane	ROXBURY (TOWNSHIP OF)	No	2	$14,483.33
1999-09-18	Hurricane	SOUTHEAST MORRIS COUNTY MUNI UTILITY AUTH	No	1	$19,938.17
1999-09-18	Hurricane	WASHINGTON (TOWNSHIP OF)	No	1	$7,556.79
1999-09-18	Hurricane	WHARTON	No	1	$5,600.38
