Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2007-02-14	Severe Storm(s)	CONFEDERATED TRIBES OF THE CHEHALIS RESERVATION	No	3	$5,932.94
2007-02-14	Severe Storm(s)	GRAYS HARBOR COUNTY	No	10	$74,274.74
2007-02-14	Severe Storm(s)	GRAYS HARBOR DRAINAGE DISTRICT 1	No	1	$66,468.36
2007-02-14	Severe Storm(s)	GRAYS HARBOR PUBLIC DEVELOPMENT AUTHORITY	No	5	$12,155.19
2007-02-14	Severe Storm(s)	GRAYS HARBOR PUBLIC UTILITY DISTRICT 1	No	1	$811,621.49
2007-02-14	Severe Storm(s)	MCCLEARY, CITY OF	No	2	$13,420.13
2007-02-14	Severe Storm(s)	MONTESANO, CITY OF	No	3	$12,938.89
2007-12-08	Severe Storm(s)	ABERDEEN, CITY OF	No	22	$628,510.26
2007-12-08	Severe Storm(s)	ABERDEEN SCHOOL DISTRICT	Yes	6	$10,266.02
2007-12-08	Severe Storm(s)	CONFEDERATED TRIBES OF THE CHEHALIS RESERVATION	No	9	$90,835.73
2007-12-08	Severe Storm(s)	COSMOPOLIS, CITY OF	No	5	$42,019.33
2007-12-08	Severe Storm(s)	COSMOPOLIS SCHOOL DISTRICT 99	Yes	1	$862.50
2007-12-08	Severe Storm(s)	GRAYS HARBOR COMMUNICATIONS E9-1-1	No	2	$2,409.96
2007-12-08	Severe Storm(s)	GRAYS HARBOR COMMUNITY HOSPITAL	No	3	$19,290.46
2007-12-08	Severe Storm(s)	GRAYS HARBOR COUNTY	No	26	$519,457.59
2007-12-08	Severe Storm(s)	GRAYS HARBOR COUNTY WATER DISTRICT 2	No	2	$20,907.34
2007-12-08	Severe Storm(s)	GRAYS HARBOR FIRE PROTECTION DIST.  2	No	2	$7,362.77
2007-12-08	Severe Storm(s)	GRAYS HARBOR PUBLIC DEVELOPMENT AUTHORITY	No	4	$15,284.68
2007-12-08	Severe Storm(s)	GRAYS HARBOR PUBLIC UTILITY DISTRICT 1	No	13	$8,520,774.95
2007-12-08	Severe Storm(s)	GRAYS HARBOR WATER DISTRICT 1	No	1	$2,867.83
2007-12-08	Severe Storm(s)	HOQUIAM, CITY OF	No	8	$63,101.44
2007-12-08	Severe Storm(s)	LAKE QUINAULT SCHOOL DISTRICT 97	Yes	2	$11,101.40
2007-12-08	Severe Storm(s)	MCCLEARY, CITY OF	No	4	$27,020.04
2007-12-08	Severe Storm(s)	MONTESANO, CITY OF	No	9	$139,581.56
2007-12-08	Severe Storm(s)	MONTESANO FIRE DEPARTMENT	No	2	$6,587.36
2007-12-08	Severe Storm(s)	MONTESANO SCHOOL DISTRICT	Yes	3	$4,458.74
2007-12-08	Severe Storm(s)	OAKVILLE, CITY OF	No	3	$8,091.63
2007-12-08	Severe Storm(s)	QUINAULT INDIAN NATION	No	7	$201,914.72
2007-12-08	Severe Storm(s)	SOUTH BEACH PARKS AND REC	No	1	$3,952.82
2007-12-08	Severe Storm(s)	WESTPORT, CITY OF	No	4	$57,624.67
2007-12-08	Severe Storm(s)	WISHKAH VALLEY SCHOOL DISTRICT	Yes	2	$6,425.62
