Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2002-02-06	Severe Ice Storm	ALTOONA, CITY OF, WITHDRAWN	No	1	$0.00
2002-02-06	Severe Ice Storm	BENEDICT, CITY OF, WITHDRAWN	No	1	$0.00
2002-02-06	Severe Ice Storm	BUFFALO, CITY OF, WITHDRAWN	No	1	$0.00
2002-02-06	Severe Ice Storm	CEDAR TOWNSHIP CEMETERY	No	1	$1,247.96
2002-02-06	Severe Ice Storm	FREDONIA, CITY OF	No	5	$488,911.15
2002-02-06	Severe Ice Storm	FREDONIA REGIONAL HOSPITAL	No	1	$6,739.23
2002-02-06	Severe Ice Storm	FREDONIA UNIFIED SCHOOL DISTRICT 484	Yes	3	$1,168.92
2002-02-06	Severe Ice Storm	NEODESHA, CITY OF	No	2	$75,163.95
2002-02-06	Severe Ice Storm	RURAL WATER DISTRICT 11	No	1	$1,043.61
2002-02-06	Severe Ice Storm	WILSON COUNTY	No	9	$387,886.25
