Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2011-04-19	Severe Storm(s)	NEW BERN	No	5	$65,976.29
2011-08-31	Hurricane	BRIDGETON	No	4	$87,820.88
2011-08-31	Hurricane	COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY	No	1	$3,000.00
2011-08-31	Hurricane	COVE CITY TOWN HALL	No	2	$11,637.94
2011-08-31	Hurricane	CRAVEN COMMUNITY COLLEGE	Yes	2	$10,268.70
2011-08-31	Hurricane	CRAVEN (COUNTY)	No	5	$1,060,454.66
2011-08-31	Hurricane	CRAVEN COUNTY BOARD-EDUCATION	Yes	2	$37,174.22
2011-08-31	Hurricane	FIRST CRAVEN SANITARY DISTRICT	No	2	$3,396.69
2011-08-31	Hurricane	HAVELOCK	No	16	$223,369.44
2011-08-31	Hurricane	HOUSING AUTHORITY OF THE CITY OF NEW BERN	No	16	$29,195.90
2011-08-31	Hurricane	NEW BERN	No	41	$2,796,828.19
2011-08-31	Hurricane	RIVER BEND	No	6	$137,740.52
2011-08-31	Hurricane	TOWN OF DOVER	No	4	$21,118.58
2011-08-31	Hurricane	TRENT WOODS	No	2	$296,828.83
2011-08-31	Hurricane	VANCEBORO	No	2	$83,248.55
