Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2008-06-25	Severe Storm(s)	BLACK HAMMER (TOWNSHIP OF)	No	5	$43,948.18
2008-06-25	Severe Storm(s)	BROWNSVILLE (TOWNSHIP OF)	No	2	$37,851.07
2008-06-25	Severe Storm(s)	CALEDONIA, CITY OF	No	1	$750.00
2008-06-25	Severe Storm(s)	CALEDONIA (TOWNSHIP OF)	No	3	$201,611.07
2008-06-25	Severe Storm(s)	CAMP WINNEBAGO	No	8	$71,283.26
2008-06-25	Severe Storm(s)	CROOKED CREEK (TOWNSHIP OF)	No	4	$81,986.06
2008-06-25	Severe Storm(s)	EITZEN, CITY OF	No	1	$6,146.78
2008-06-25	Severe Storm(s)	HOKAH, CITY OF	No	4	$12,746.49
2008-06-25	Severe Storm(s)	HOUSTON COUNTY DEPT OF TRANSPORTATION	No	25	$2,360,529.21
2008-06-25	Severe Storm(s)	HOUSTON (TOWNSHIP OF)	No	7	$27,452.37
2008-06-25	Severe Storm(s)	JEFFERSON (TOWNSHIP OF)	No	1	$9,863.86
2008-06-25	Severe Storm(s)	LA CRESCENT, CITY OF	No	3	$11,223.50
2008-06-25	Severe Storm(s)	MAYVILLE (TOWNSHIP OF)	No	4	$74,604.35
2008-06-25	Severe Storm(s)	MONEY CREEK (TOWNSHIP OF)	No	2	$27,604.73
2008-06-25	Severe Storm(s)	MOUND PRAIRIE (TOWNSHIP OF)	No	5	$25,335.20
2008-06-25	Severe Storm(s)	SHELDON (TOWNSHIP OF)	No	1	$2,464.80
2008-06-25	Severe Storm(s)	SPRING GROVE (TOWNSHIP OF)	No	5	$19,597.62
2008-06-25	Severe Storm(s)	UNION (TOWNSHIP OF)	No	1	$6,674.33
2008-06-25	Severe Storm(s)	WILMINGTON (TOWNSHIP OF)	No	15	$126,346.50
2008-06-25	Severe Storm(s)	WINNEBAGO (TOWNSHIP OF)	No	5	$182,919.74
2008-06-25	Severe Storm(s)	YUCATAN (TOWNSHIP OF)	No	8	$44,798.43
