Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2010-03-25	Severe Storm(s)	BALDWIN (TOWN OF)	No	9	$41,210.42
2010-03-25	Severe Storm(s)	BRUNSWICK SEWER DISTRICT	No	1	$2,307.11
2010-03-25	Severe Storm(s)	BRUNSWICK (TOWN OF)	No	7	$21,440.33
2010-03-25	Severe Storm(s)	BUSTIN'S ISLAND VILLAGE CORPORATION	No	2	$9,380.10
2010-03-25	Severe Storm(s)	CAPE ELIZABETH (TOWN OF)	No	3	$38,694.56
2010-03-25	Severe Storm(s)	CASCO (TOWN OF)	No	6	$16,841.60
2010-03-25	Severe Storm(s)	CHEBEAGUE ISLAND (TOWN OF)	No	8	$171,309.95
2010-03-25	Severe Storm(s)	CUMBERLAND (TOWN OF)	No	2	$3,610.68
2010-03-25	Severe Storm(s)	FALMOUTH (TOWN OF)	No	5	$36,635.59
2010-03-25	Severe Storm(s)	FREEPORT (TOWN OF)	No	2	$6,177.96
2010-03-25	Severe Storm(s)	GORHAM (TOWN OF)	No	6	$27,905.76
2010-03-25	Severe Storm(s)	GRAY (TOWN OF)	No	11	$31,508.62
2010-03-25	Severe Storm(s)	HARPSWELL (TOWN OF)	No	2	$3,121.13
2010-03-25	Severe Storm(s)	LONG ISLAND (TOWN OF)	No	4	$284,897.56
2010-03-25	Severe Storm(s)	MERCY HEALTH SYSTEM OF MAINE	No	1	$7,630.50
2010-03-25	Severe Storm(s)	NAPLES (TOWN OF)	No	4	$9,683.54
2010-03-25	Severe Storm(s)	PORTLAND	No	23	$1,581,791.95
2010-03-25	Severe Storm(s)	PORTLAND WATER DISTRICT	No	4	$46,942.80
2010-03-25	Severe Storm(s)	SCARBOROUGH (TOWN OF)	No	6	$50,300.60
2010-03-25	Severe Storm(s)	SEBAGO (TOWN OF)	No	1	$18,292.50
2010-03-25	Severe Storm(s)	SOUTH PORTLAND	No	3	$21,875.17
2010-03-25	Severe Storm(s)	STANDISH (TOWN OF)	No	11	$42,900.50
2010-03-25	Severe Storm(s)	WESTBROOK	No	6	$24,308.60
2010-03-25	Severe Storm(s)	WINDHAM (TOWN OF)	No	4	$10,570.55
2010-03-25	Severe Storm(s)	YARMOUTH (TOWN OF)	No	2	$34,063.35
