Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2006-12-29	Snow	ALLENS GROVE TOWNSHIP ROAD DISTRICT	No	1	$1,560.68
2006-12-29	Snow	EASTON, VILLAGE OF	No	1	$825.66
2006-12-29	Snow	FOREST CITY ROAD DISTRICT	No	2	$3,103.29
2006-12-29	Snow	HAVANA, CITY OF	No	2	$7,892.71
2006-12-29	Snow	HAVANA COMMUNITY UNIT SCHOOL DIST 126	Yes	1	$1,043.47
2006-12-29	Snow	LYNCHBURG TOWNSHIP ROAD DISTRICT	No	1	$2,256.62
2006-12-29	Snow	MANITO TOWNSHIP ROAD DISTRICT	No	1	$3,102.67
2006-12-29	Snow	MANITO, VILLAGE OF	No	1	$3,712.01
2006-12-29	Snow	MASON CITY, CITY OF	No	1	$2,146.02
2006-12-29	Snow	MASON CITY (TOWNSHIP OF)	No	1	$3,399.98
2006-12-29	Snow	MASON (COUNTY)	No	1	$21,875.77
2006-12-29	Snow	MASON HOSPITAL DISTRICT	No	1	$1,502.27
2006-12-29	Snow	PENNSYLVANIA TOWNSHIP ROAD DISTRICT	No	1	$1,675.14
2006-12-29	Snow	QUIVER (TOWNSHIP OF)	No	1	$3,874.30
2006-12-29	Snow	SALT CREEK TOWNSHIP ROAD DISTRICT	No	1	$3,747.94
2006-12-29	Snow	SAN JOSE, VILLAGE OF	No	2	$2,222.54
2006-12-29	Snow	SHERMAN TOWNSHIP ROAD DISTRICT	No	1	$1,362.66
