Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2001-05-17	Flood	BANNER (TOWNSHIP OF)	No	1	$0.00
2001-05-17	Flood	CARTER (TOWNSHIP OF)	No	1	$0.00
2001-05-17	Flood	ELLISTON (TOWNSHIP OF)	No	1	$992.63
2001-05-17	Flood	IRWIN (TOWNSHIP OF)	No	1	$1,031.23
2001-05-17	Flood	LINCOLN (TOWNSHIP OF)	No	1	$804.75
2001-05-17	Flood	LONE TREE (TOWNSHIP OF)	No	1	$1,560.63
2001-05-17	Flood	PLEASANT VIEW (TOWNSHIP OF)	No	1	$0.00
2001-05-17	Flood	ROSEDALE (TOWNSHIP OF)	No	1	$1,339.26
2001-05-17	Flood	SULLY (TOWNSHIP OF)	No	1	$3,267.01
2001-05-17	Flood	VALLEY (TOWNSHIP OF)	No	1	$9,543.41
