Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2009-02-17	Severe Storm(s)	ASSOCIATED ELECTRIC COOPERATIVE, INC.	No	5	$12,083,051.47
2009-02-17	Severe Storm(s)	CARROLL ELECTRIC COOPERATIVE, INC.	No	1	$94,966.40
2009-02-17	Severe Storm(s)	HOWELL-OREGON ELECTRIC COOP. INC	No	3	$2,147,403.61
2009-02-17	Severe Storm(s)	M & A ELECTRIC POWER COOPERATIVE	No	10	$36,800,397.54
2009-02-17	Severe Storm(s)	MISSOURI DEPARTMENT OF CONSERVATION	No	2	$55,393.21
2009-02-17	Severe Storm(s)	MISSOURI DEPARTMENT OF CORRECTIONS	No	1	$57,851.13
2009-02-17	Severe Storm(s)	MISSOURI DEPARTMENT OF MENTAL HEALTH	No	1	$9,133.92
2009-02-17	Severe Storm(s)	MISSOURI DEPARTMENT OF TRANSPORTATION	No	2	$2,087,977.34
2009-02-17	Severe Storm(s)	MISSOURI DEPT. OF SOCIAL SERVICES	No	1	$43,400.69
2009-02-17	Severe Storm(s)	MISSOURI STATE HIGHWAY PATROL	No	1	$184,949.93
2009-02-17	Severe Storm(s)	MISSOURI STATE WATER PATROL	No	1	$20,925.65
2009-02-17	Severe Storm(s)	MO. DEPT. OF NATURAL RESOURCES	No	4	$43,470.19
2009-02-17	Severe Storm(s)	MO. NATIONAL GUARD	No	1	$351,286.86
2009-02-17	Severe Storm(s)	MO OFFICE OF ADMIN,  DIV OF DESIGN & CONSTRUCTION	No	2	$77,756.70
2009-02-17	Severe Storm(s)	OZARK BORDER ELECTRIC COOPERATIVE	No	4	$21,593,148.23
2009-02-17	Severe Storm(s)	PEMISCOT-DUNKLIN ELECTRIC COOPERATIVE, INC.	No	4	$22,671,512.54
2009-02-17	Severe Storm(s)	SEMO ELECTRIC COOPERATIVE	No	7	$15,390,529.28
2009-02-17	Severe Storm(s)	STATE OF MISSOURI EMERGENCY MANAGEMENT AGENCY	No	2	$2,766,032.78
2009-02-17	Severe Storm(s)	WHITE RIVER VALLEY ELECTRIC COOP, INC.	No	3	$884,071.43
2009-06-19	Severe Storm(s)	ASSOCIATED ELECTRIC COOPERATIVE, INC.	No	2	$99,143.22
2009-06-19	Severe Storm(s)	BARTON COUNTY ELECTRIC COOPERATIVE INC.	No	1	$124,512.23
2009-06-19	Severe Storm(s)	BLACK RIVER ELECTRIC COOPERATIVE	No	5	$7,622,415.98
2009-06-19	Severe Storm(s)	CITIZENS ELECTRIC CORPORATION	No	2	$1,301,390.25
2009-06-19	Severe Storm(s)	CRAWFORD ELECTRIC COOPERATIVE, INC.	No	1	$39,328.52
2009-06-19	Severe Storm(s)	HOWELL-OREGON ELECTRIC COOP. INC	No	2	$477,557.85
2009-06-19	Severe Storm(s)	INTERCOUNTY ELECTRIC COOPERATIVE ASSOC.	No	3	$1,154,431.92
2009-06-19	Severe Storm(s)	LACLEDE ELECTRIC COOPERATIVE, INC.	No	1	$219,241.70
2009-06-19	Severe Storm(s)	LEWIS CO. RURAL ELECTRIC COOPERATIVE	No	1	$39,037.52
2009-06-19	Severe Storm(s)	M & A ELECTRIC POWER COOPERATIVE	No	2	$50,173.99
2009-06-19	Severe Storm(s)	MISSOURI DEPARTMENT OF CONSERVATION	No	47	$942,915.91
2009-06-19	Severe Storm(s)	MISSOURI DEPARTMENT OF CORRECTIONS	No	1	$17,215.19
2009-06-19	Severe Storm(s)	MISSOURI DEPARTMENT OF HEALTH AND SENIOR SERVICES	No	1	$1,200.36
2009-06-19	Severe Storm(s)	MISSOURI DEPARTMENT OF TRANSPORTATION	No	4	$1,201,589.62
2009-06-19	Severe Storm(s)	MO. DEPT. OF NATURAL RESOURCES	No	16	$829,589.99
2009-06-19	Severe Storm(s)	MO OFFICE OF ADMIN,  DIV OF DESIGN & CONSTRUCTION	No	3	$23,681.20
2009-06-19	Severe Storm(s)	NEW MAC ELECTRIC COOPERATIVE INC	No	2	$81,276.61
2009-06-19	Severe Storm(s)	NORTH CENTRAL MISSOURI ELECTRIC COOP.	No	1	$11,849.61
2009-06-19	Severe Storm(s)	OZARK ELECTRIC COOPERATIVE, INC.	No	4	$160,562.88
2009-06-19	Severe Storm(s)	SAC OSAGE ELECTRIC COOPERATIVE INC.	No	1	$48,436.97
2009-06-19	Severe Storm(s)	SEMANO ELECTRIC COOPERATIVE	No	2	$121,951.92
2009-06-19	Severe Storm(s)	SHO-ME POWER ELECTRIC COOPERATIVE	No	1	$88,262.83
2009-06-19	Severe Storm(s)	SOUTHWEST ELECTRIC COOPERATIVE	No	2	$454,653.24
2009-06-19	Severe Storm(s)	STATE OF MISSOURI EMERGENCY MANAGEMENT AGENCY	No	2	$608,412.61
2009-06-19	Severe Storm(s)	TRI COUNTY ELECTRIC COOPERATIVE	No	1	$64,856.12
2009-06-19	Severe Storm(s)	WEBSTER ELECTRIC COOPERATIVE	No	2	$88,550.43
2009-06-19	Severe Storm(s)	WHITE RIVER VALLEY ELECTRIC COOP, INC.	No	1	$275,131.24
