Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2009-09-01	Severe Storm(s)	CHENANGO (COUNTY)	No	17	$204,437.44
2009-09-01	Severe Storm(s)	COVENTRY (TOWN OF)	No	6	$77,213.20
2009-09-01	Severe Storm(s)	GERMAN (TOWN OF)	No	1	$18,520.88
2009-09-01	Severe Storm(s)	GREENE (TOWN OF)	No	2	$57,572.78
2009-09-01	Severe Storm(s)	LINCKLAEN (TOWN OF)	No	1	$4,084.82
2009-09-01	Severe Storm(s)	MCDONOUGH (TOWN OF)	No	2	$46,535.53
2009-09-01	Severe Storm(s)	NORWICH (TOWN OF)	No	2	$50,960.47
2009-09-01	Severe Storm(s)	OXFORD (TOWN OF)	No	4	$60,570.43
2009-09-01	Severe Storm(s)	PRESTON (TOWN OF)	No	3	$23,124.50
2009-09-01	Severe Storm(s)	SMITHVILLE (TOWN OF)	No	13	$76,478.84
