Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2000-07-21	Severe Storm(s)	BROOKFIELD (TOWN OF)	No	3	$41,243.66
2000-07-21	Severe Storm(s)	CAZENOVIA (TOWN OF)	No	4	$68,011.49
2000-07-21	Severe Storm(s)	DERUYTER (TOWN OF)	No	6	$19,478.36
2000-07-21	Severe Storm(s)	EATON (TOWN OF)	No	3	$51,999.67
2000-07-21	Severe Storm(s)	FENNER (TOWN OF)	No	1	$26,917.24
2000-07-21	Severe Storm(s)	GEORGETOWN (TOWN OF)	No	3	$14,360.16
2000-07-21	Severe Storm(s)	HAMILTON (TOWN OF)	No	1	$29,295.50
2000-07-21	Severe Storm(s)	LEBANON (TOWN OF)	No	1	$21,466.24
2000-07-21	Severe Storm(s)	LENOX (TOWN OF)	No	3	$18,235.09
2000-07-21	Severe Storm(s)	LINCOLN (TOWN OF)	No	3	$18,847.34
2000-07-21	Severe Storm(s)	MADISON (COUNTY)	No	18	$244,351.53
2000-07-21	Severe Storm(s)	MADISON (TOWN OF)	No	2	$25,719.10
2000-07-21	Severe Storm(s)	NELSON (TOWN OF)	No	1	$12,072.84
2000-07-21	Severe Storm(s)	ONEIDA	No	3	$8,570.17
2000-07-21	Severe Storm(s)	SMITHFIELD (TOWN OF)	No	2	$37,202.73
