Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2003-05-08	Severe Storm(s)	CHATTANOOGA	No	52	$939,017.45
2003-05-08	Severe Storm(s)	CHATTANOOGA METRO. AIRPORT AUTHORITY	No	1	$12,633.17
2003-05-08	Severe Storm(s)	COLLEGEDALE	No	2	$2,538.18
2003-05-08	Severe Storm(s)	EAST RIDGE	No	8	$44,832.77
2003-05-08	Severe Storm(s)	HAMILTON (COUNTY)	No	11	$302,897.85
2003-05-08	Severe Storm(s)	HAMILTON COUNTY EDUCATION DEPT	Yes	6	$10,566.97
2003-05-08	Severe Storm(s)	RED BANK	No	1	$11,209.77
2003-05-08	Severe Storm(s)	SIGNAL MOUNTAIN, TOWN OF	No	2	$23,168.79
2003-05-08	Severe Storm(s)	SODDY-DAISY	No	3	$37,779.95
2003-05-08	Severe Storm(s)	UNION FORK-BAKEWELL UTILITY DISTRICT	No	2	$35,721.24
