Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2004-06-18	Severe Storm(s)	CAMBRIA  (VILLAGE OF)	No	6	$1,227,133.17
2004-06-18	Severe Storm(s)	COLUMBIA COUNTY DRAINAGE BOARD	No	2	$5,759.15
2004-06-18	Severe Storm(s)	COLUMBIA (COUNTY), HEALTH & HUMAN SERVICES	No	1	$1,784.53
2004-06-18	Severe Storm(s)	COLUMBIA (COUNTY), HIGHWAY & TRANSPORTATION	No	3	$13,769.09
2004-06-18	Severe Storm(s)	COLUMBIA COUNTY SHERIFF'S OFFICE	No	1	$0.00
2004-06-18	Severe Storm(s)	COLUMBUS (CITY OF)	No	2	$12,361.41
2004-06-18	Severe Storm(s)	FALL RIVER PUBLIC SCHOOL	Yes	2	$3,066.55
2004-06-18	Severe Storm(s)	FALL RIVER (VILLAGE OF)	No	5	$208,692.51
2004-06-18	Severe Storm(s)	FORT WINNEBAGO (TOWN OF)	No	1	$16,867.32
2004-06-18	Severe Storm(s)	LEWISTON, TOWN OF	No	1	$5,750.24
2004-06-18	Severe Storm(s)	PARDEEVILLE  (VILLAGE OF)	No	1	$14,970.80
2004-06-18	Severe Storm(s)	RANDOLPH (TOWN OF)	No	1	$21,929.86
2004-06-18	Severe Storm(s)	RANDOLPH, (VILLAGE OF)	No	6	$114,795.14
2004-06-18	Severe Storm(s)	SCOTT (TOWN OF)	No	2	$2,528.92
