Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2003-03-27	Severe Storm(s)	GORDONSVILLE (TOWN OF)	No	1	$3,794.81
2003-03-27	Severe Storm(s)	ORANGE COUNTY AIRPORT	No	1	$0.00
2003-03-27	Severe Storm(s)	ORANGE (TOWN OF)	No	1	$11,946.09
2003-09-18	Hurricane	GORDONSVILLE (TOWN OF)	No	2	$2,511.11
2003-09-18	Hurricane	LAKE OF THE WOODS VOL FIRE&RESCUE	No	2	$1,331.84
2003-09-18	Hurricane	MINE RUN VOLUNTEER FIRE COMPANY	No	1	$0.00
2003-09-18	Hurricane	ORANGE (COUNTY)	No	3	$24,014.17
2003-09-18	Hurricane	ORANGE COUNTY RESCUE SQUAD	No	1	$1,133.14
2003-09-18	Hurricane	ORANGE (TOWN OF)	No	5	$32,168.27
2003-09-18	Hurricane	ORANGE VOLUNTEER FIRE COMPANY	No	1	$0.00
