Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2005-07-10	Hurricane	GREENE (COUNTY)	No	1	$1,287.34
2005-07-10	Hurricane	TOWN OF LEAKESVILLE	No	2	$8,085.05
2005-08-29	Hurricane	BEAT 3 GREENE COUNTY VOLUNTEER FIRE DEPARTMENT	No	1	$4,576.09
2005-08-29	Hurricane	BEAT III GREENE CO. WATER SYS. INC.	No	2	$1,035.14
2005-08-29	Hurricane	BEAT IV VOLUNTEER FIRE DEPARTMENT	No	3	$15,541.64
2005-08-29	Hurricane	GREENE AREA MEDICAL EXTENDERS INC, CRITICAL	No	1	$8,122.54
2005-08-29	Hurricane	GREENE (COUNTY)	No	129	$14,143,936.39
2005-08-29	Hurricane	GREENE COUNTY SCHOOL	Yes	28	$1,332,147.41
2005-08-29	Hurricane	GREENE RURAL HEALTH CENTER	No	3	$9,668.04
2005-08-29	Hurricane	LEAKESVILLE	No	9	$582,140.53
2005-08-29	Hurricane	MCLAIN	No	7	$9,484.31
2005-08-29	Hurricane	MCLAIN VOLUNTEER FIRE DEPT	No	1	$3,263.32
2005-08-29	Hurricane	MT PISGAH FIRE DEPT, CRITICAL	No	2	$8,748.80
2005-08-29	Hurricane	NEELY VOLUNTEER FIRE DEPT	No	1	$1,796.92
2005-08-29	Hurricane	SOUTHEAST GREENE WATER AUTHORITY	No	4	$24,072.77
2005-08-29	Hurricane	STATE LINE	No	8	$32,640.23
