Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2004-09-10	Hurricane	BREVARD, CITY OF	No	2	$6,039.52
2004-09-10	Hurricane	CEDAR MOUNTAIN VOLUNTEER FIRE DEPT	No	1	$1,260.48
2004-09-10	Hurricane	CONNESTEE FIRE RESCUE, INC.	No	1	$1,513.45
2004-09-10	Hurricane	TRANSYLVANIA BOARD OF EDUCATION	Yes	3	$24,117.33
2004-09-10	Hurricane	TRANSYLVANIA COUNTY	No	13	$49,993.49
2004-09-10	Hurricane	TRANSYLVANIA COUNTY RESCUE SQUAD, (BREVARD UNIT, INC.)	No	1	$0.00
2004-09-18	Hurricane	BREVARD, CITY OF	No	4	$36,857.13
2004-09-18	Hurricane	CEDAR MOUNTAIN VOLUNTEER FIRE DEPT	No	1	$1,418.04
2004-09-18	Hurricane	ROSMAN VOLUNTEER FIRE AND RESCUE	No	1	$783.90
2004-09-18	Hurricane	TRANSYLVANIA BOARD OF EDUCATION	Yes	2	$3,216.85
2004-09-18	Hurricane	TRANSYLVANIA COUNTY	No	11	$58,974.37
