Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2008-09-02	Hurricane	AIRPORT AUTHORITY-CALCASIEU PARISH DIST. 1	No	1	$1,797.84
2008-09-02	Hurricane	CALCASIEU GRAVITY DRAINAGE DIST. 6 OF WARDS 5 & 6	No	1	$2,607.93
2008-09-02	Hurricane	CALCASIEU GRAVITY DRAINAGE DISTRICT 8 OF WARD 1	No	1	$2,046.76
2008-09-02	Hurricane	CALCASIEU PARISH COMMUNICATIONS DISTRICT E-911	No	1	$33,198.75
2008-09-02	Hurricane	CALCASIEU PARISH FIRE PROTECTION DIST. 1 OF WARD 4	No	2	$19,303.25
2008-09-02	Hurricane	CALCASIEU PARISH POLICE JURY	No	9	$352,703.18
2008-09-02	Hurricane	CALCASIEU PARISH SCHOOL BOARD	Yes	2	$14,277.40
2008-09-02	Hurricane	CALCASIEU PARISH SEWER DISTRICT NO. 11 OF WARD 3	No	1	$1,330.64
2008-09-02	Hurricane	CALCASIEU PARISH SHERIFF	No	1	$471,181.29
2008-09-02	Hurricane	CALCASIEU PARISH WATER & SEWER DIST. OF WARDS 3&8	No	1	$1,769.68
2008-09-02	Hurricane	CHENNAULT INTERNATIONAL AIRPORT AUTHORITY	No	1	$38,024.84
2008-09-02	Hurricane	CHG CORNERSTONE HOSPITAL OF SOUTHWEST LA, LLC	No	1	$16,421.40
2008-09-02	Hurricane	DEQUINCY	No	2	$14,096.66
2008-09-02	Hurricane	IOWA	No	1	$20,313.41
2008-09-02	Hurricane	LAKE CHARLES	No	4	$422,000.33
2008-09-02	Hurricane	LAKE CHARLES  HARBOR AND TERMINAL DISTRICT	No	1	$27,855.96
2008-09-02	Hurricane	SOUTHWEST LOUISIANA HOSPITAL ASSOCIATION	No	1	$104,060.44
2008-09-02	Hurricane	SOWELA TECHNICAL COMMUNITY COLLEGE	Yes	1	$1,945.54
2008-09-02	Hurricane	SULPHUR	No	5	$238,403.92
2008-09-02	Hurricane	VINTON	No	1	$7,026.90
2008-09-02	Hurricane	WARD 1 FIRE DEPT	No	1	$6,823.56
2008-09-02	Hurricane	WARD 6 FIRE PROTECTION DISTRICT NO. 1	No	1	$18,160.07
2008-09-02	Hurricane	WEST CALCASIEU CAMERON HOSP	No	2	$41,844.96
2008-09-13	Hurricane	AIRPORT AUTHORITY-CALCASIEU PARISH DIST. 1	No	1	$1,862.35
2008-09-13	Hurricane	CALCASIEU GRAVITY DRAINAGE DIST. 6 OF WARDS 5 & 6	No	1	$3,154.31
2008-09-13	Hurricane	CALCASIEU GRAVITY DRAINAGE DISTRICT 8 OF WARD 1	No	1	$2,281.65
2008-09-13	Hurricane	CALCASIEU PARISH COMMUNICATIONS DISTRICT E-911	No	2	$41,086.87
2008-09-13	Hurricane	CALCASIEU PARISH FIRE PROTECTION DIST. 1 OF WARD 4	No	4	$39,220.58
2008-09-13	Hurricane	CALCASIEU PARISH POLICE JURY	No	33	$1,797,896.92
2008-09-13	Hurricane	CALCASIEU PARISH RECREATION DISTRICT 1 OF WARD 3	No	1	$1,663.93
2008-09-13	Hurricane	CALCASIEU PARISH RECREATION DISTRICT 1 OF WARD 4	No	1	$4,313.68
2008-09-13	Hurricane	CALCASIEU PARISH SCHOOL BOARD	Yes	13	$101,246.09
2008-09-13	Hurricane	CALCASIEU PARISH SEWER DISTRICT NO. 11 OF WARD 3	No	1	$1,284.21
2008-09-13	Hurricane	CALCASIEU PARISH SHERIFF	No	1	$530,309.50
2008-09-13	Hurricane	CALCASIEU PARISH WATER & SEWER DIST. OF WARDS 3&8	No	1	$4,910.43
2008-09-13	Hurricane	CHENNAULT INTERNATIONAL AIRPORT AUTHORITY	No	3	$27,627.23
2008-09-13	Hurricane	DEQUINCY	No	5	$63,937.22
2008-09-13	Hurricane	IOWA	No	2	$18,776.67
2008-09-13	Hurricane	ISMAY HARBOR HOMEOWNERS ASSOCIATION	No	1	$35,645.87
2008-09-13	Hurricane	LAKE CHARLES	No	37	$1,785,070.64
2008-09-13	Hurricane	LAKE CHARLES  HARBOR AND TERMINAL DISTRICT	No	22	$460,800.95
2008-09-13	Hurricane	SABINE-NECHES NAVIGATION DISTRICT	No	2	$2,580,861.22
2008-09-13	Hurricane	SOWELA TECHNICAL COMMUNITY COLLEGE	Yes	1	$1,283.82
2008-09-13	Hurricane	SULPHUR	No	13	$443,238.84
2008-09-13	Hurricane	VINTON	No	4	$60,146.90
2008-09-13	Hurricane	WARD 1 FIRE DEPT	No	2	$3,703.92
2008-09-13	Hurricane	WARD 6 FIRE PROTECTION DISTRICT NO. 1	No	2	$22,105.98
2008-09-13	Hurricane	WEST CALCASIEU AIRPORT MANAGING BOARD	No	2	$17,811.46
2008-09-13	Hurricane	WEST CALCASIEU CAMERON HOSP	No	6	$64,215.02
2008-09-13	Hurricane	WEST CALCASIEU PARISH COMMUNITY CENTER AUTH.	No	1	$11,549.57
2008-09-13	Hurricane	WEST CALCASIEU PORT	No	3	$44,695.16
2008-09-13	Hurricane	WESTLAKE (RR NAME WEST LAKE)	No	10	$357,124.19
