Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2004-06-18	Severe Storm(s)	BEAVER DAM (CITY OF)	No	2	$42,231.14
2004-06-18	Severe Storm(s)	BEAVER DAM (TOWN OF)	No	1	$4,518.82
2004-06-18	Severe Storm(s)	BROWNSVILLE  (VILLAGE OF)	No	3	$13,477.26
2004-06-18	Severe Storm(s)	CALAMUS (TOWN OF)	No	1	$17,838.94
2004-06-18	Severe Storm(s)	DODGE (COUNTY), EMERGENCY MANAGEMENT AGENCY	No	1	$9,568.62
2004-06-18	Severe Storm(s)	DODGE (COUNTY), HIGHWAY COMMISSION	No	3	$46,388.25
2004-06-18	Severe Storm(s)	DODGE (COUNTY), PLANNING & DEVELOPMENT DEPT. (PARKS)	No	4	$16,619.51
2004-06-18	Severe Storm(s)	DODGE COUNTY SHERIFF'S DEPT	No	1	$10,537.38
2004-06-18	Severe Storm(s)	ELBA SANITARY DISTRICT 1	No	1	$23,399.98
2004-06-18	Severe Storm(s)	ELBA (TOWN OF)	No	1	$9,071.76
2004-06-18	Severe Storm(s)	EMMET (TOWN OF)	No	1	$1,501.54
2004-06-18	Severe Storm(s)	FOX LAKE (CITY OF	No	3	$19,253.75
2004-06-18	Severe Storm(s)	HORICON (CITY OF)	No	2	$6,091.64
2004-06-18	Severe Storm(s)	HUBBARD (TOWN OF)	No	2	$8,895.87
2004-06-18	Severe Storm(s)	HUSTISFORD (VILLAGE OF)	No	1	$5,030.89
2004-06-18	Severe Storm(s)	JUNEAU (CITY OF)	No	2	$13,730.16
2004-06-18	Severe Storm(s)	LAKE SINISSIPPI IMPROVEMENT DISTRICT	No	2	$3,343.75
2004-06-18	Severe Storm(s)	LEBANON (TOWN OF)	No	2	$54,587.50
2004-06-18	Severe Storm(s)	LEROY (TOWN OF)	No	5	$17,384.74
2004-06-18	Severe Storm(s)	LOMIRA (TOWN OF)	No	1	$7,255.64
2004-06-18	Severe Storm(s)	LOMIRA, VILLAGE OF	No	1	$3,902.97
2004-06-18	Severe Storm(s)	LOWELL (VILLAGE OF)	No	4	$14,363.36
2004-06-18	Severe Storm(s)	MAYVILLE (CITY OF)	No	2	$5,129.49
2004-06-18	Severe Storm(s)	NEOSHO  (VILLAGE OF)	No	2	$2,477.63
2004-06-18	Severe Storm(s)	THERESA (VILLAGE OF)	No	1	$0.00
2004-06-18	Severe Storm(s)	TRENTON (TOWN OF)	No	2	$5,018.11
2004-06-18	Severe Storm(s)	WAUPUN (CITY OF)	No	9	$294,638.49
2004-06-18	Severe Storm(s)	WESTFORD (TOWN OF)	No	1	$7,016.90
