Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
1999-09-16	Hurricane	COASTAL CAROLINA COMMUNITY COLLEGE	Yes	3	$8,763.28
1999-09-16	Hurricane	HOLLY RIDGE, TOWN OF	No	5	$38,116.89
1999-09-16	Hurricane	JACKSONVILLE, CITY OF	No	18	$534,282.87
1999-09-16	Hurricane	NORTH TOPSAIL BEACH, TOWN OF	No	20	$4,527,319.71
1999-09-16	Hurricane	ONSLOW COUNTY	No	25	$663,690.06
1999-09-16	Hurricane	ONSLOW COUNTY ASSOCIATION OF RESCUE	No	2	$3,155.38
1999-09-16	Hurricane	ONSLOW COUNTY SCHOOLS	Yes	1	$9,530.62
1999-09-16	Hurricane	ONSLOW MEMORIAL HOSPITAL.	No	3	$6,278.05
1999-09-16	Hurricane	RICHLANDS, TOWN OF	No	7	$18,511.67
1999-09-16	Hurricane	RICHLANDS VOLUNTEER EMS/RESCUE SQUAD	No	1	$2,130.07
1999-09-16	Hurricane	SWANSBORO, TOWN OF	No	10	$66,022.71
1999-09-01	Hurricane	HOLLY RIDGE, TOWN OF	No	2	$6,540.95
1999-09-01	Hurricane	JACKSONVILLE, CITY OF	No	1	$24,126.13
1999-09-01	Hurricane	NORTH TOPSAIL BEACH, TOWN OF	No	2	$6,285.86
1999-09-01	Hurricane	ONSLOW COUNTY	No	1	$27,912.26
1999-09-01	Hurricane	SWANSBORO, TOWN OF	No	1	$9,399.68
