Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2012-03-02	Flood	CASCADE SCHOOL	Yes	1	$9,623.63
2012-03-02	Flood	MARION (COUNTY)	No	29	$301,841.51
2012-03-02	Flood	MARION COUNTY SCHOOL DISTRICT 24J	Yes	12	$85,810.09
2012-03-02	Flood	SALEM	No	36	$1,276,806.63
2012-03-02	Flood	SALEM HOSPITAL	No	7	$141,523.61
2012-03-02	Flood	SANTIAM WATER CONTROL DISTRICT	No	2	$9,725.98
2012-03-02	Flood	SHANGRI-LA CORP	No	2	$48,320.26
2012-03-02	Flood	SILVERTON RURAL FIRE PROTECTION DISTRICT 2	No	1	$774.69
2012-03-02	Flood	TURNER	No	4	$30,058.35
2012-03-02	Flood	TURNER FIRE DEPT	No	2	$8,705.79
