Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2011-09-02	Hurricane	CHATHAM HEALTH DISTRICT	No	1	$2,437.50
2011-09-02	Hurricane	CHESTER (TOWN OF)	No	3	$24,184.87
2011-09-02	Hurricane	CLINTON (TOWN OF)	No	8	$1,010,166.86
2011-09-02	Hurricane	CONNECTICUT RIVER AREA HEALTH DISTRICT	No	1	$5,311.43
2011-09-02	Hurricane	CROMWELL FIRE DISTRICT	No	1	$17,141.49
2011-09-02	Hurricane	CROMWELL (TOWN OF)	No	2	$26,680.76
2011-09-02	Hurricane	DEEP RIVER (TOWN OF)	No	4	$54,324.05
2011-09-02	Hurricane	DURHAM MIDDLEFIELD INTERLOCAL AGREE. ADV. BOARD	No	1	$7,809.23
2011-09-02	Hurricane	DURHAM (TOWN OF)	No	7	$71,973.86
2011-09-02	Hurricane	EAST HADDAM (TOWN OF)	No	4	$136,880.89
2011-09-02	Hurricane	EAST HAMPTON HOUSING AUTHORITY	No	1	$1,946.25
2011-09-02	Hurricane	EAST HAMPTON (TOWN OF)	No	2	$45,700.08
2011-09-02	Hurricane	EAST HAMPTON WATER POLLUTION	No	1	$87,287.83
2011-09-02	Hurricane	ESSEX (TOWN OF)	No	4	$64,059.96
2011-09-02	Hurricane	FENWICK BOROUGH OFFICES	No	4	$25,890.24
2011-09-02	Hurricane	HADDAM (TOWN OF)	No	2	$111,858.36
2011-09-02	Hurricane	KILLINGWORTH (TOWN OF)	No	7	$130,823.24
2011-09-02	Hurricane	MIDDLEFIELD (TOWN OF)	No	3	$29,164.55
2011-09-02	Hurricane	MIDDLETOWN	No	11	$296,216.40
2011-09-02	Hurricane	MOSAIC	No	2	$10,592.25
2011-09-02	Hurricane	OLD SAYBROOK (TOWN OF)	No	2	$431,716.05
2011-09-02	Hurricane	PORTLAND (TOWN OF)	No	4	$73,069.98
2011-09-02	Hurricane	REGIONAL SCHOOL DISTRICT 13	Yes	2	$6,485.06
2011-09-02	Hurricane	REGIONAL SCHOOL DISTRICT 17	Yes	1	$24,991.63
2011-09-02	Hurricane	REGIONAL SCHOOL DISTRICT  4	Yes	2	$25,326.53
2011-09-02	Hurricane	SOUTH FIRE DISTRICT	No	1	$8,106.06
2011-09-02	Hurricane	WESLEYAN UNIVERSITY	Yes	5	$103,124.28
2011-09-02	Hurricane	WESTBROOK (TOWN OF)	No	11	$268,564.94
2011-09-02	Hurricane	WESTFIELD FIRE DISTRICT	No	1	$5,065.54
2011-11-17	Severe Storm(s)	CROMWELL FIRE DISTRICT	No	2	$17,530.99
2011-11-17	Severe Storm(s)	CROMWELL (TOWN OF)	No	2	$218,159.31
2011-11-17	Severe Storm(s)	DURHAM MIDDLEFIELD INTERLOCAL AGREE. ADV. BOARD	No	1	$56,464.06
2011-11-17	Severe Storm(s)	DURHAM (TOWN OF)	No	2	$163,261.49
2011-11-17	Severe Storm(s)	EAST HAMPTON (TOWN OF)	No	3	$45,423.21
2011-11-17	Severe Storm(s)	HADDAM (TOWN OF)	No	2	$129,887.50
2011-11-17	Severe Storm(s)	HOUSING AUTHORITY OF THE CITY OF MIDDLETOWN	No	3	$28,234.31
2011-11-17	Severe Storm(s)	KILLINGWORTH (TOWN OF)	No	4	$75,781.48
2011-11-17	Severe Storm(s)	LONG HILL ESTATE AUTHORITY	No	1	$10,806.19
2011-11-17	Severe Storm(s)	MATTABASSETT DISTRICT	No	1	$34,968.75
2011-11-17	Severe Storm(s)	MIDDLEFIELD (TOWN OF)	No	3	$64,951.22
2011-11-17	Severe Storm(s)	MIDDLETOWN	No	2	$465,054.58
2011-11-17	Severe Storm(s)	MOSAIC	No	2	$8,310.75
2011-11-17	Severe Storm(s)	PORTLAND (TOWN OF)	No	2	$201,752.59
2011-11-17	Severe Storm(s)	REGIONAL SCHOOL DISTRICT 13	Yes	2	$17,148.52
2011-11-17	Severe Storm(s)	REGIONAL SCHOOL DISTRICT 17	Yes	1	$2,051.84
2011-11-17	Severe Storm(s)	SOUTH FIRE DISTRICT	No	1	$7,350.93
2011-11-17	Severe Storm(s)	TOWN OF EAST HAMPTON/TOWN OF COLCHESTER JOINT FAC	No	1	$16,601.39
2011-11-17	Severe Storm(s)	WESLEYAN UNIVERSITY	Yes	7	$233,480.75
2011-11-17	Severe Storm(s)	WESTFIELD FIRE DISTRICT	No	1	$7,929.29
