Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2000-06-27	Severe Storm(s)	ADAMS	No	4	$2,638.79
2000-06-27	Severe Storm(s)	ADAMS (TOWNSHIP OF)	No	1	$29,010.59
2000-06-27	Severe Storm(s)	AUSTIN	No	11	$242,065.60
2000-06-27	Severe Storm(s)	AUSTIN, AUSTIN UTILITIES	No	2	$34,637.33
2000-06-27	Severe Storm(s)	AUSTIN (TOWNSHIP OF)	No	1	$8,468.17
2000-06-27	Severe Storm(s)	BENNINGTON (TOWNSHIP OF)	No	2	$66,062.07
2000-06-27	Severe Storm(s)	BROWNSDALE,  CITY OF	No	1	$14,180.40
2000-06-27	Severe Storm(s)	CLAYTON (TOWNSHIP OF)	No	2	$42,213.99
2000-06-27	Severe Storm(s)	DEXTER	No	1	$0.00
2000-06-27	Severe Storm(s)	DEXTER (TOWNSHIP OF)	No	1	$28,111.34
2000-06-27	Severe Storm(s)	FRANKFORD (TOWNSHIP OF)	No	1	$37,601.00
2000-06-27	Severe Storm(s)	GERARD RESIDENTIAL TREATMENT CENTER	No	1	$783.90
2000-06-27	Severe Storm(s)	GRAND MEADOW (TOWNSHIP OF)	No	1	$37,873.37
2000-06-27	Severe Storm(s)	LE ROY CITY OF	No	3	$8,484.61
2000-06-27	Severe Storm(s)	LE ROY (TOWNSHIP OF)	No	1	$31,971.68
2000-06-27	Severe Storm(s)	LODI (TOWNSHIP OF)	No	1	$21,206.41
2000-06-27	Severe Storm(s)	LYLE (TOWNSHIP OF)	No	1	$15,799.03
2000-06-27	Severe Storm(s)	MARSHALL (TOWNSHIP OF)	No	1	$33,840.04
2000-06-27	Severe Storm(s)	MOWER (COUNTY)	No	2	$37,570.42
2000-06-27	Severe Storm(s)	MOWER (COUNTY) / DRAINAGE SYSTEM, DRAINAGE SYSTEM	No	1	$10,401.84
2000-06-27	Severe Storm(s)	MOWER (COUNTY), HIGHWAY DEPARTMENT	No	16	$251,852.87
2000-06-27	Severe Storm(s)	NEVADA (TOWNSHIP OF)	No	1	$0.00
2000-06-27	Severe Storm(s)	PLEASANT VALLEY (TOWNSHIP OF)	No	1	$16,477.96
2000-06-27	Severe Storm(s)	RACINE (TOWNSHIP OF)	No	1	$19,585.52
2000-06-27	Severe Storm(s)	RED ROCK (TOWNSHIP OF)	No	2	$60,648.09
2000-06-27	Severe Storm(s)	SALVATION ARMY	No	1	$3,446.80
2000-06-27	Severe Storm(s)	SARGEANT (TOWNSHIP OF)	No	1	$23,104.18
2000-06-27	Severe Storm(s)	TAOPI, CITY OF	No	1	$2,514.68
2000-06-27	Severe Storm(s)	WALTHAM (TOWNSHIP OF)	No	1	$17,150.92
2000-06-27	Severe Storm(s)	WINDOM (TOWNSHIP OF)	No	1	$21,912.51
