Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2012-07-23	Severe Storm(s)	BENWOOD VOL. FIRE DEPT.	No	1	$3,801.64
2012-07-23	Severe Storm(s)	CAMERON VFD	No	1	$926.25
2012-07-23	Severe Storm(s)	DALLAS VOLUNTEER FIRE DEPARTMENT INC.	No	1	$933.75
2012-07-23	Severe Storm(s)	GLEN DALE	No	3	$4,981.75
2012-07-23	Severe Storm(s)	GLEN DALE VOL. FIRE DEPT.	No	1	$827.91
2012-07-23	Severe Storm(s)	LIMESTONE VOLUNTEER FIRE DEPT	No	1	$1,317.38
2012-07-23	Severe Storm(s)	MARSHALL (COUNTY)	No	2	$6,173.96
2012-07-23	Severe Storm(s)	MARSHALL COUNTY PUBLIC DIST 4	No	1	$3,394.82
2012-07-23	Severe Storm(s)	MCMECHEN VOL. FIRE DEPT.	No	1	$1,091.54
2012-07-23	Severe Storm(s)	MOUNDSVILLE VOLUNTEER FIRE	No	1	$1,576.91
2012-07-23	Severe Storm(s)	MOUNDSVILLE WATER BOARD	No	1	$2,476.91
2012-07-23	Severe Storm(s)	SHERRARD VOLUNTEER FIRE DEPARTMENT	No	1	$1,115.90
2012-07-23	Severe Storm(s)	ST. JOSEPH VOLUNTEER FIRE DEPARTMENT	No	1	$1,061.69
