Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2007-04-24	Severe Storm(s)	BLOOMING GROVE (TOWN OF)	No	9	$199,076.67
2007-04-24	Severe Storm(s)	CORNWALL ON HUDSON	No	8	$257,025.35
2007-04-24	Severe Storm(s)	CORNWALL (TOWN OF)	No	7	$12,619.98
2007-04-24	Severe Storm(s)	CRONOMER VALLEY FIRE DEPT	No	1	$4,820.89
2007-04-24	Severe Storm(s)	CUDDEBACKVILLE FIRE DEPT	No	2	$6,218.90
2007-04-24	Severe Storm(s)	DEERPARK (TOWN OF)	No	11	$209,940.73
2007-04-24	Severe Storm(s)	FLORIDA FIRE DISTRICT	No	1	$2,620.78
2007-04-24	Severe Storm(s)	FLORIDA, VILLAGE OF	No	1	$5,990.04
2007-04-24	Severe Storm(s)	GOODWILL FIRE DEPT	No	1	$5,283.11
2007-04-24	Severe Storm(s)	GOSHEN FIRE DEPT	No	1	$242.42
2007-04-24	Severe Storm(s)	GOSHEN (TOWN OF)	No	4	$81,310.88
2007-04-24	Severe Storm(s)	GOSHEN, VILLAGE OF	No	3	$21,459.83
2007-04-24	Severe Storm(s)	GREENVILLE (TOWN OF)	No	3	$35,068.74
2007-04-24	Severe Storm(s)	GREENWOOD LAKE	No	3	$11,916.29
2007-04-24	Severe Storm(s)	GREENWOOD LAKE JOINT FIRE DEPT	No	1	$4,478.08
2007-04-24	Severe Storm(s)	HIGHLAND FALLS	No	3	$10,029.56
2007-04-24	Severe Storm(s)	HIGHLANDS (TOWN OF)	No	4	$15,525.36
2007-04-24	Severe Storm(s)	HOWELLS FIRE DISTRICT	No	2	$1,768.14
2007-04-24	Severe Storm(s)	HUGUENOT FIRE COMPANY, INC.	No	1	$25,778.86
2007-04-24	Severe Storm(s)	KIRYAS JOEL, VILLAGE OF	No	5	$140,424.06
2007-04-24	Severe Storm(s)	MAYBROOK, VILLAGE OF	No	4	$218,256.13
2007-04-24	Severe Storm(s)	MECHANICSTOWN FIRE DISTRICT	No	1	$2,656.72
2007-04-24	Severe Storm(s)	MIDDLETOWN (CITY OF)	No	1	$1,756.80
2007-04-24	Severe Storm(s)	MINISINK (TOWN OF)	No	7	$142,072.14
2007-04-24	Severe Storm(s)	MONROE (TOWN OF)	No	2	$3,758.06
2007-04-24	Severe Storm(s)	MONTGOMERY FIRE DISTRICT	No	2	$9,390.50
2007-04-24	Severe Storm(s)	MONTGOMERY (TOWN OF)	No	4	$32,773.87
2007-04-24	Severe Storm(s)	MOUNT HOPE (TOWN OF)	No	7	$224,530.35
2007-04-24	Severe Storm(s)	NEWBURGH (TOWN OF)	No	3	$91,302.24
2007-04-24	Severe Storm(s)	NEW WINDSOR (TOWN OF)	No	5	$79,512.57
2007-04-24	Severe Storm(s)	ORANGE (COUNTY)	No	7	$31,756.76
2007-04-24	Severe Storm(s)	OTISVILLE, VILLAGE OF	No	3	$22,019.62
2007-04-24	Severe Storm(s)	PORT JERVIS (CITY OF)	No	1	$3,747.44
2007-04-24	Severe Storm(s)	SOUTH BLOOMING GROVE FIRE DISTRICT	No	1	$2,636.26
2007-04-24	Severe Storm(s)	TUXEDO (TOWN OF)	No	5	$38,299.29
2007-04-24	Severe Storm(s)	UNIONVILLE, VILLAGE OF	No	6	$44,364.95
2007-04-24	Severe Storm(s)	WALDEN FIRE DIST	No	1	$5,697.27
2007-04-24	Severe Storm(s)	WALDEN, VILLAGE OF	No	1	$12,230.04
2007-04-24	Severe Storm(s)	WALLKILL (TOWN OF)	No	4	$260,264.82
2007-04-24	Severe Storm(s)	WARWICK FIRE DEPT	No	1	$5,946.18
2007-04-24	Severe Storm(s)	WARWICK POLICE DEPT	No	1	$4,900.91
2007-04-24	Severe Storm(s)	WARWICK (TOWN OF)	No	19	$161,996.58
2007-04-24	Severe Storm(s)	WARWICK, VILLAGE OF	No	3	$53,927.19
2007-04-24	Severe Storm(s)	WASHINGTONVILLE CENTRAL SCHOOL	Yes	2	$10,551.22
2007-04-24	Severe Storm(s)	WASHINGTONVILLE FIRE DEPT	No	2	$10,860.48
2007-04-24	Severe Storm(s)	WASHINGTONVILLE, VILLAGE OF	No	6	$34,210.28
2007-04-24	Severe Storm(s)	WOODBURY (TOWN OF)	No	9	$332,978.28
