Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2003-03-20	Snow	PASSAIC (COUNTY)	No	5	$1,291,161.14
2003-09-23	Other	CLIFTON (CITY OF)	No	2	$6,181.45
2003-09-23	Other	HALEDON (BOROUGH OF)	No	1	$8,615.96
2003-09-23	Other	LITTLE FALLS (TOWNSHIP OF)	No	2	$6,291.30
2003-09-23	Other	NORTH HALEDON (BORO OF)	No	1	$4,098.70
2003-09-23	Other	PASSAIC (CITY OF)	No	1	$12,305.36
2003-09-23	Other	PASSAIC (COUNTY OF)	No	1	$3,783.01
2003-09-23	Other	PASSAIC (COUNTY), PREAKNESS HEALTHCARE CENTER	No	1	$3,812.52
2003-09-23	Other	PASSAIC COUNTY SHERIFF'S OFFICE	No	1	$59,145.92
2003-09-23	Other	PATERSON (CITY OF)	No	3	$54,881.69
2003-09-23	Other	PROSPECT PARK (BOROUGH OF)	No	1	$2,005.14
2003-09-23	Other	RINGWOOD BOARD OF EDUCATION	Yes	1	$984.91
2003-09-23	Other	RINGWOOD (BOROUGH OF)	No	1	$1,456.95
2003-09-23	Other	ST JOSEPH'S REGIONAL MEDICAL CENTER	No	1	$3,214.26
2003-09-23	Other	ST. JOSEPH'S & WAYNE HOSPITAL	No	1	$1,157.62
2003-09-23	Other	WAYNE (TOWNSHIP OF)	No	1	$9,337.94
2003-09-23	Other	WEST PATERSON (BORO OF)	No	1	$4,716.36
