Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2010-04-23	Severe Storm(s)	BLUE LAKE TAX DISTRICT	No	1	$3,075.00
2010-04-23	Severe Storm(s)	CHILD & FAMILY AGENCY INC	No	1	$6,959.33
2010-04-23	Severe Storm(s)	COLCHESTER (TOWN OF)	No	1	$11,933.84
2010-04-23	Severe Storm(s)	CONGREGATION BETH EL	No	2	$8,048.96
2010-04-23	Severe Storm(s)	EAST LYME (TOWN OF)	No	20	$97,012.74
2010-04-23	Severe Storm(s)	FRANKLIN (TOWN OF)	No	1	$18,382.01
2010-04-23	Severe Storm(s)	GRISWOLD (TOWN OF)	No	26	$237,269.42
2010-04-23	Severe Storm(s)	GROTON	No	9	$200,052.56
2010-04-23	Severe Storm(s)	GROTON (TOWN OF)	No	12	$237,947.26
2010-04-23	Severe Storm(s)	INDIAN AND COLONIAL RESEARCH CENTER, INC.	No	4	$14,193.02
2010-04-23	Severe Storm(s)	LEDYARD (TOWN OF)	No	11	$84,664.48
2010-04-23	Severe Storm(s)	LISBON (TOWN OF)	No	6	$8,399.76
2010-04-23	Severe Storm(s)	MONTVILLE (TOWN OF)	No	30	$213,185.29
2010-04-23	Severe Storm(s)	MYSTIC FIRE DISTRICT	No	1	$5,528.40
2010-04-23	Severe Storm(s)	NOANK FIRE DISTRICT	No	1	$3,755.25
2010-04-23	Severe Storm(s)	NORTH STONINGTON FIRE DEPT	No	1	$6,794.20
2010-04-23	Severe Storm(s)	NORTH STONINGTON (TOWN OF)	No	11	$1,756,524.45
2010-04-23	Severe Storm(s)	NORWICH	No	17	$459,007.18
2010-04-23	Severe Storm(s)	NORWICH HOUSING AUTHORITY	No	1	$14,871.42
2010-04-23	Severe Storm(s)	OLD LYME (TOWN OF)	No	7	$49,037.76
2010-04-23	Severe Storm(s)	OLD MYSTIC FIRE DEPT	No	1	$22,012.57
2010-04-23	Severe Storm(s)	PAWCATUCK FIRE DEPT	No	1	$33,363.75
2010-04-23	Severe Storm(s)	POQUONNOCK BRIDGE FIRE DISTRICT	No	1	$19,986.18
2010-04-23	Severe Storm(s)	PRESTON (TOWN OF)	No	5	$36,438.14
2010-04-23	Severe Storm(s)	QUIAMBAUG FIRE DEPT	No	1	$9,220.25
2010-04-23	Severe Storm(s)	SALEM (TOWN OF)	No	6	$44,033.12
2010-04-23	Severe Storm(s)	SPRAGUE (TOWN OF)	No	4	$135,299.18
2010-04-23	Severe Storm(s)	STONINGTON FREE LIBRARY ASSOCIATION	No	2	$11,717.33
2010-04-23	Severe Storm(s)	STONINGTON (TOWN OF)	No	16	$219,949.77
2010-04-23	Severe Storm(s)	UNITED COMMUNITY AND FAIMLY SERVICES, INC	No	1	$37,170.95
2010-04-23	Severe Storm(s)	VOLUNTOWN (TOWN OF)	No	6	$30,695.74
2010-04-23	Severe Storm(s)	WATERFORD (TOWN OF)	No	31	$994,835.09
