Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2009-02-05	Severe Ice Storm	ANNETA FIRE DEPT	No	3	$20,693.33
2009-02-05	Severe Ice Storm	CANEYVILLE	No	5	$14,336.16
2009-02-05	Severe Ice Storm	CLARKSON	No	4	$48,750.78
2009-02-05	Severe Ice Storm	EAST GRAYSON CO FIRE & RESCUE	No	3	$8,160.75
2009-02-05	Severe Ice Storm	FALLS OF ROUGH	No	3	$1,835.63
2009-02-05	Severe Ice Storm	GRAYSON (COUNTY)	No	13	$2,024,900.40
2009-02-05	Severe Ice Storm	GRAYSON COUNTY HOSPITAL FOUNDATION INC	No	1	$21,634.70
2009-02-05	Severe Ice Storm	GRAYSON COUNTY SCHOOL DISTRICT	Yes	2	$0.00
2009-02-05	Severe Ice Storm	GRAYSON COUNTY WATER DISTRICT	No	2	$50,396.31
2009-02-05	Severe Ice Storm	LEITCHFIELD	No	10	$580,807.92
2009-05-29	Severe Storm(s)	GRAYSON (COUNTY)	No	73	$760,067.95
