Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2012-07-23	Severe Storm(s)	ALDERSGATE UNITED METHODIST CHURCH - SISS SHELTER	No	1	$1,887.00
2012-07-23	Severe Storm(s)	CENTRAL WV REGIONAL AIRPORT AUTHORITY	No	3	$10,090.84
2012-07-23	Severe Storm(s)	CHARLESTON FIRE DEPT	No	1	$10,059.47
2012-07-23	Severe Storm(s)	CHARLESTON POLICE DEPT	No	1	$9,506.09
2012-07-23	Severe Storm(s)	CHARLESTON PUBLIC WORKS	No	1	$212,675.13
2012-07-23	Severe Storm(s)	CHARLESTON SANITARY BOARD	No	1	$36,523.19
2012-07-23	Severe Storm(s)	CHESAPEAKE VOLUNTEER FIRE DEPT	No	1	$3,986.90
2012-07-23	Severe Storm(s)	CLENDENIN FIRE DEPT	No	2	$8,889.44
2012-07-23	Severe Storm(s)	CLENDENIN (RR NAME CLENDENNIN)	No	2	$13,207.80
2012-07-23	Severe Storm(s)	DUNBAR	No	1	$4,150.37
2012-07-23	Severe Storm(s)	EAST BANK	No	2	$4,317.78
2012-07-23	Severe Storm(s)	ELK VALLEY PSD	No	1	$67,132.08
2012-07-23	Severe Storm(s)	KANAWHA (COUNTY)	No	1	$65,001.53
2012-07-23	Severe Storm(s)	KANAWHA COUNTY AMBULANCE	No	2	$35,357.42
2012-07-23	Severe Storm(s)	KANAWHA COUNTY BOARD OF ED	Yes	2	$18,754.99
2012-07-23	Severe Storm(s)	KANAWHA COUNTY METRO 911	No	1	$19,174.69
2012-07-23	Severe Storm(s)	KANAWHA COUNTY PARKS AND RECREATION COMMISSION	No	3	$157,057.07
2012-07-23	Severe Storm(s)	KANAWHA VALLEY REGIONAL TRANSPORTATION AUTHORITY	No	1	$3,834.19
2012-07-23	Severe Storm(s)	MALDEN PUBLIC SERVICE DISTRICT	No	1	$14,989.26
2012-07-23	Severe Storm(s)	MARMET	No	2	$1,709.93
2012-07-23	Severe Storm(s)	NITRO	No	2	$26,453.58
2012-07-23	Severe Storm(s)	NITRO REGIONAL WASTEWATER UTILITY	No	1	$15,300.18
2012-07-23	Severe Storm(s)	PINCH VOLUNTEER FIRE DEPARTMENT	No	1	$4,446.20
2012-07-23	Severe Storm(s)	PRATT COMMUNITY FIRE DEPT	No	1	$1,717.13
2012-07-23	Severe Storm(s)	SISSONVILLE PUBLIC SVC-SEWERS	No	3	$3,881.55
2012-07-23	Severe Storm(s)	SISSONVILLE VOLUNTEER FIRE DEPARTMENT	No	1	$3,421.58
2012-07-23	Severe Storm(s)	SOUTH CHARLESTON	No	9	$234,778.35
2012-07-23	Severe Storm(s)	ST. ALBANS	No	4	$65,992.49
