Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2001-01-05	Severe Ice Storm	BECKHAM (COUNTY)	No	21	$417,091.77
2001-01-05	Severe Ice Storm	CARTER PUBLIC SCHOOL	Yes	2	$6,240.47
2001-01-05	Severe Ice Storm	ELK CITY	No	4	$53,716.10
2001-01-05	Severe Ice Storm	ERICK	No	2	$4,221.82
2001-01-05	Severe Ice Storm	MERRITT SCHOOL DISTRICT	Yes	2	$13,023.01
2001-01-05	Severe Ice Storm	SAYRE	No	2	$18,038.33
2001-01-05	Severe Ice Storm	SAYRE SCHOOL SUPERINTENDENT	Yes	1	$783.90
2001-01-05	Severe Ice Storm	SWEETWATER PUBLIC SCHOOL	Yes	2	$2,111.35
2001-06-29	Severe Storm(s)	BECKHAM (COUNTY)	No	2	$25,905.17
2001-06-29	Severe Storm(s)	ELK CITY	No	1	$1,082.05
2001-06-29	Severe Storm(s)	SAYRE	No	2	$21,567.28
