Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2004-07-29	Severe Storm(s)	DEPARTMENT OF ADMINISTRATION / GUAM MASS TRANSIT AUTHORITY, GUAM MASS TRANSIT AUTHORITY	No	1	$0.00
2004-07-29	Severe Storm(s)	DEPARTMENT OF CORRECTIONS	No	3	$10,337.86
2004-07-29	Severe Storm(s)	DEPARTMENT OF EDUCATION	Yes	1	$6,495.92
2004-07-29	Severe Storm(s)	DEPARTMENT OF EDUCATION / C.L. TAITANO ELEMENTARY SCHOOL, C.L. TAITANO ELEMENTARY SCHOOL	Yes	2	$3,094.06
2004-07-29	Severe Storm(s)	DEPARTMENT OF EDUCATION / F.B.  LEON GUERRERO MIDDLE SCHOOL, F.B.  LEON GUERRERO MIDDLE SCHOOL	Yes	1	$0.00
2004-07-29	Severe Storm(s)	DEPARTMENT OF EDUCATION / FINEGAYAN ELEMENTARY SCHOOL, FINEGAYAN ELEMENTARY SCHOOL	Yes	1	$0.00
2004-07-29	Severe Storm(s)	DEPARTMENT OF EDUCATION / GEORGE WASHINGTON HIGH SCHOOL, GEORGE WASHINGTON HIGH SCHOOL	Yes	1	$0.00
2004-07-29	Severe Storm(s)	DEPARTMENT OF EDUCATION / INARAJAN MIDDLE SCHOOL, INARAJAN MIDDLE SCHOOL	Yes	1	$3,226.95
2004-07-29	Severe Storm(s)	DEPARTMENT OF EDUCATION / J.P. TORRES ELEMENTARY SCHOOL, J.P. TORRES ELEMENTARY SCHOOL	Yes	1	$12,953.96
2004-07-29	Severe Storm(s)	DEPARTMENT OF EDUCATION / JUAN M. GUERRERO ELEMENTARY SCHOOL, JUAN M. GUERRERO ELEMENTARY SCHOOL	Yes	1	$0.00
2004-07-29	Severe Storm(s)	DEPARTMENT OF EDUCATION / L.B. JOHNSON ELEMENTARY SCHOOL, L.B. JOHNSON ELEMENTARY SCHOOL	Yes	1	$0.00
2004-07-29	Severe Storm(s)	DEPARTMENT OF EDUCATION / L.P. UNTALAN MIDDLE SCHOOL, L.P. UNTALAN MIDDLE SCHOOL	Yes	1	$0.00
2004-07-29	Severe Storm(s)	DEPARTMENT OF EDUCATION / MACHANANAO ELEMENTARY SCHOOL, MACHANANAO ELEMENTARY SCHOOL	Yes	1	$0.00
2004-07-29	Severe Storm(s)	DEPARTMENT OF EDUCATION / MARCIAL SABLAN ELEMENTARY SCHOOL, MARCIAL SABLAN ELEMENTARY SCHOOL	Yes	1	$8,780.87
