Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2005-08-23	Severe Storm(s)	ST CHARLES (PARISH)	No	2	$314,605.98
2005-08-29	Hurricane	BAYOU GAUCHE VOLUNTEER FIRE	No	1	$5,657.05
2005-08-29	Hurricane	BOUTTE CHRISTIAN ACADEMY	Yes	4	$28,567.78
2005-08-29	Hurricane	DES ALLEMANDS VOLUNTEER FIRE DEPARTMENT	No	1	$12,733.81
2005-08-29	Hurricane	EAST SIDE ST. CHARLES PARISH V.F.D.	No	1	$8,523.17
2005-08-29	Hurricane	HAHNVILLE VOL. FIRE DEPARTMENT	No	1	$73,673.20
2005-08-29	Hurricane	KILLONA VOLUNTEER FIRE DEPARTMENT	No	1	$4,891.32
2005-08-29	Hurricane	LULING VOLUNTEER FIRE DEPARTMENT, INC.	No	1	$18,075.50
2005-08-29	Hurricane	NORCO AREA VOLUNTEER FIRE DEPARTMENT	No	1	$4,668.12
2005-08-29	Hurricane	PARADIS VOLUNTEER FIRE DEPARTMENT INC.	No	1	$37,851.21
2005-08-29	Hurricane	PONTCHARTRAIN HOUSING CORPORATION II	No	6	$376,603.23
2005-08-29	Hurricane	RIVER ROAD HISTORICAL SOCIETY	No	2	$14,637.02
2005-08-29	Hurricane	ST CHARLES COMMUNITY HEALTH CENTER, INC	No	3	$204,177.82
2005-08-29	Hurricane	ST CHARLES (PARISH)	No	90	$8,590,750.35
2005-08-29	Hurricane	ST CHARLES PARISH HOSPITAL SERVICE DISTRICT	No	6	$2,437,660.48
2005-08-29	Hurricane	ST CHARLES PARISH PUBLIC SCHOOLS	Yes	39	$5,293,694.04
2005-08-29	Hurricane	ST CHARLES PARISH SHERIFF'S OFFICE, 79	No	4	$1,976,068.60
2005-08-29	Hurricane	ST ROSE VOLUNTEER FIRE DEPT	No	1	$66,340.00
2005-09-24	Hurricane	ST CHARLES PARISH SHERIFF'S OFFICE	No	1	$288,952.41
