Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2005-02-17	Snow	AMESBURY HOUSING AUTHORITY	No	1	$3,165.31
2005-02-17	Snow	AMESBURY (TOWN OF)	No	1	$45,903.00
2005-02-17	Snow	ANDOVER HOUSING AUTHORITY	No	1	$4,387.20
2005-02-17	Snow	ANDOVER (TOWN OF)	No	1	$280,577.56
2005-02-17	Snow	ANNA JAQUES HOSPITAL	No	1	$21,440.27
2005-02-17	Snow	BEVERLY	No	1	$258,069.00
2005-02-17	Snow	BEVERLY HOUSING AUTHORITY	No	1	$9,860.92
2005-02-17	Snow	BEVERLY SCHOOL FOR THE DEAF	Yes	1	$1,421.21
2005-02-17	Snow	BISHOP FENWICK HIGH SCHOOL	Yes	1	$3,178.71
2005-02-17	Snow	BOXFORD (TOWN OF)	No	1	$73,466.16
2005-02-17	Snow	CAB HEALTH & RECOVERY SERVICES	No	1	$2,253.71
2005-02-17	Snow	DANVERS HOUSING AUTHORITY	No	1	$4,834.85
2005-02-17	Snow	DANVERS (TOWN OF)	No	1	$210,682.97
2005-02-17	Snow	ENDICOTT COLLEGE	Yes	1	$25,887.80
2005-02-17	Snow	ESSEX AGRICULTURAL & TECHNICAL HIGH SCHOOL	Yes	1	$8,969.98
2005-02-17	Snow	ESSEX COUNTY SHERIFFS DEPT	No	1	$13,207.20
2005-02-17	Snow	ESSEX (TOWN OF)	No	1	$21,218.83
2005-02-17	Snow	GEORGETOWN HOUSING AUTHORITY	No	1	$3,344.33
2005-02-17	Snow	GEORGETOWN (TOWN OF)	No	1	$43,630.89
2005-02-17	Snow	GLOUCESTER	No	1	$213,047.63
2005-02-17	Snow	GLOUCESTER HOUSING AUTHORITY	No	1	$7,392.84
2005-02-17	Snow	GORDON COLLEGE	Yes	1	$17,013.22
2005-02-17	Snow	GROVELAND (TOWN OF)	No	1	$47,025.93
2005-02-17	Snow	HAMILTON (TOWN OF)	No	1	$66,505.54
2005-02-17	Snow	HAMILTON WENHAM REG HIGH SCHL	Yes	1	$1,453.26
2005-02-17	Snow	HAVERHILL	No	1	$167,812.38
2005-02-17	Snow	HEALTH & EDUCATION SVC	Yes	1	$10,568.94
2005-02-17	Snow	HOLY FAMILY HOSPITAL, INC	No	1	$26,409.22
2005-02-17	Snow	IPSWICH HOUSING AUTHORITY	No	1	$18,150.72
2005-02-17	Snow	IPSWICH (TOWN OF)	No	1	$82,090.76
2005-02-17	Snow	LANDMARK SCHOOL	Yes	1	$6,264.70
2005-02-17	Snow	LAWRENCE	No	1	$174,718.48
2005-02-17	Snow	LAWRENCE GENERAL HOSPITAL	No	1	$22,373.65
2005-02-17	Snow	LAWRENCE HOUSING AUTHORITY	No	1	$14,413.07
2005-02-17	Snow	LAWRENCE MUNICIPAL AIRPORT	No	1	$9,604.85
2005-02-17	Snow	LYNN	No	1	$451,088.01
2005-02-17	Snow	LYNNFIELD CENTER WATER DIST	No	1	$1,708.51
2005-02-17	Snow	LYNNFIELD INITIATIVES FOR ELDERS	No	1	$16,631.62
2005-02-17	Snow	LYNNFIELD (TOWN OF)	No	1	$66,999.14
2005-02-17	Snow	LYNN HOUSING AUTHORITY	No	1	$14,966.36
2005-02-17	Snow	MANCHESTER BY THE SEA (TOWN OF)	No	1	$54,151.07
2005-02-17	Snow	MANCHESTER HOUSING AUTHORITY	No	1	$2,477.72
