Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2003-03-14	Severe Storm(s)	CARTER (COUNTY)	No	20	$1,353,260.93
2003-03-14	Severe Storm(s)	CARTER COUNTY BOARD-EDUCATION	Yes	1	$783.90
2003-03-14	Severe Storm(s)	GRAYSON RURAL ELEC CO-OP CORP	No	4	$3,708,329.12
2003-03-14	Severe Storm(s)	OLIVE HILL, CITY OF	No	6	$137,226.08
2003-03-14	Severe Storm(s)	RATTLESNAKE RIDGE WATER DIST	No	1	$12,574.91
2003-06-03	Severe Storm(s)	CARTER (COUNTY)	No	17	$200,251.35
2003-06-03	Severe Storm(s)	OLIVE HILL, CITY OF	No	13	$115,698.22
2003-06-03	Severe Storm(s)	RATTLESNAKE RIDGE WATER DIST	No	2	$9,414.90
2003-07-02	Severe Storm(s)	CARTER (COUNTY)	No	47	$263,738.27
2003-07-02	Severe Storm(s)	GRAYSON	No	5	$9,685.12
