Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
1999-09-19	Hurricane	AIRMONT	No	7	$24,714.02
1999-09-19	Hurricane	BLAUVELT VOLUNTEER FIRE CO	No	2	$1,708.12
1999-09-19	Hurricane	CENTRAL NYACK FIRE DISTRICT	No	2	$28,497.75
1999-09-19	Hurricane	CHESTNUT RIDGE	No	10	$236,691.02
1999-09-19	Hurricane	CLARKSTOWN CENTRAL SCHOOL	Yes	1	$19,597.50
1999-09-19	Hurricane	CLARKSTOWN (TOWN OF)	No	105	$2,209,121.40
1999-09-19	Hurricane	GRAND VIEW-ON-HUDSON (GRAND VIEW)	No	3	$8,497.40
1999-09-19	Hurricane	HAVERSTRAW	No	28	$195,146.93
1999-09-19	Hurricane	HAVERSTRAW (TOWN OF)	No	5	$101,760.25
1999-09-19	Hurricane	HILLBURN	No	4	$136,778.14
1999-09-19	Hurricane	JOINT REGIONAL SEWERAGE BOARD	No	7	$29,329.21
1999-09-19	Hurricane	KASER	No	1	$5,095.35
1999-09-19	Hurricane	MOLESTON / HILLCREST FIRE COMPANY	No	1	$12,124.15
1999-09-19	Hurricane	MONSEY FIRE DISTRICT	No	2	$2,972.83
1999-09-19	Hurricane	MONTEBELLO	No	1	$25,542.84
1999-09-19	Hurricane	NANUET FIRE DISTRICT	No	2	$14,999.93
1999-09-19	Hurricane	NEW HEMPSTEAD (HEMPSTEAD)	No	1	$4,979.34
1999-09-19	Hurricane	NEW SQUARE	No	2	$7,462.73
1999-09-19	Hurricane	NORTH ROCKLAND CENTRAL SCHOOL	Yes	3	$25,954.08
1999-09-19	Hurricane	NYACK	No	1	$14,503.19
1999-09-19	Hurricane	NYACK JOINT FIRE DISTRICT	No	2	$23,601.35
1999-09-19	Hurricane	NYACK PUBLIC SCHOOLS	Yes	5	$31,003.25
1999-09-19	Hurricane	ORANGETOWN (TOWN OF)	No	114	$937,071.25
1999-09-19	Hurricane	PIERMONT	No	14	$144,411.58
1999-09-19	Hurricane	POMONA	No	1	$1,849.97
1999-09-19	Hurricane	RAMAPO (TOWN OF)	No	17	$861,432.02
1999-09-19	Hurricane	ROCKLAND (COUNTY)	No	20	$819,179.69
1999-09-19	Hurricane	ROCKLAND COUNTY DRAINAGE AGENCY	No	18	$413,718.06
1999-09-19	Hurricane	ROCKLAND COUNTY SEWER DISTRICT NO. 1	No	10	$278,492.29
1999-09-19	Hurricane	ROCKLAND LAKE FIRE DISTRICT	No	1	$1,383.98
1999-09-19	Hurricane	SLOATSBURG	No	7	$136,609.71
1999-09-19	Hurricane	SOUTH NYACK	No	5	$24,442.76
1999-09-19	Hurricane	SOUTH SPRING VALLEY FIRE DISTRICT	No	1	$3,692.01
1999-09-19	Hurricane	SPARKILL-PALISADES FIRE DISTRICT	No	2	$5,491.22
1999-09-19	Hurricane	SPRING VALLEY	No	5	$38,040.91
1999-09-19	Hurricane	STONY POINT FIRE DISTRICT	No	2	$4,610.27
1999-09-19	Hurricane	STONY POINT (TOWN OF)	No	14	$538,377.82
1999-09-19	Hurricane	SUFFERN	No	11	$130,127.38
1999-09-19	Hurricane	TALLMAN FIRE DISTRICT	No	2	$1,840.60
1999-09-19	Hurricane	TAPPAN FIRE DISTRICT	No	2	$2,836.08
1999-09-19	Hurricane	THIELLS ROSEVILLE FIRE DISTRICT	No	2	$3,186.18
1999-09-19	Hurricane	UPPER NYACK	No	3	$61,340.89
1999-09-19	Hurricane	VALLEY COTTAGE FIRE DISTRICT	No	2	$14,798.46
1999-09-19	Hurricane	WESLEY HILLS	No	1	$2,072.63
1999-09-19	Hurricane	WEST HAVERSTRAW	No	7	$78,850.13
